appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1531750,Highway Traffic Racer,Success Games,Success Games,,6,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
783210,Aggressors: Ancient Rome,Kubat Software,Slitherine Ltd.,,184,42,0,"0 .. 20,000",0,0,0,0,2999,2999,0,3
679660,aMAZE ZER0,Blender Games,Blender Games,,182,38,0,"0 .. 20,000",3,0,3,0,99,99,0,1
956590,Yet Another Snake Game,Verbal Chambers,CasGames,,1,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1272000,Premier Manager 08,ZOO Digital Publishing,Funbox Media Ltd,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1394210,Strike VR,Zeinaru,Zeinaru,,5,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1335800,Don't Forget Me,The Moon Pirates,The Moon Pirates,,59,18,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
750990,NEKO-NIN exHeart +PLUS Saiha,Whirlpool,Sekai Project,,159,13,0,"0 .. 20,000",4,0,4,0,199,199,0,0
977460,Steam Prison,Hunex,MangaGamer,,219,25,0,"0 .. 20,000",0,0,0,0,3499,3499,0,8
1045620,Atelier Lulua ~The Scion of Arland~ / ルルアのアトリエ ～アーランドの錬金術士４～,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,394,33,0,"0 .. 20,000",0,0,0,0,5999,5999,0,12
730410,Music Band Manager,Hamsters Gaming,Hamsters Gaming,,192,158,0,"0 .. 20,000",0,0,0,0,799,799,0,1
1071290,Wild West and Wizards,Lavaboots Studios,Lavaboots Studios,,236,65,0,"0 .. 20,000",107,107,107,107,1499,1499,0,5
661470,The Gateway Trilogy,Cockroach Inc.,The Sleeping Machine,,17,9,0,"0 .. 20,000",0,0,0,0,999,999,0,0
684570,Dr. Dungeon's MADMAN!,Robert J. Deutsch,Robert J. Deutsch,,4,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1018000,Anniversary Collection Arcade Classics,Konami Digital Entertainment,Konami Digital Entertainment,,111,60,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
1362440,Lost in Dungeon / 地牢迷失者,GOCORE,GOCORE,,48,10,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1389560,Paint Girl,ADOG,ADOG,,519,76,0,"0 .. 20,000",0,0,0,0,199,199,0,10
673740,Space Battlecruiser,Less Describable Games,Less Describable Games,,47,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1011630,Border Force,Spire Interactive,Spire Interactive,,29,46,0,"0 .. 20,000",0,0,0,0,999,999,0,0
749730,While you are Downloading,Alien Nude LTD,Alien Nude LTD,,19,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1217860,Royal Rescue SRPG,"Blacer Studio, Nikodem Swider","Source Byte Sp. z o.o., Blacer Studio",,9,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
671180,Elementals Reborn,"alexnown, Kunio",alexnown,,5,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1482330,MECHA AND TANK FIGHTING,呜噜噜,呜噜噜,,10,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
683890,Operation Sheep Defense,spdr870,spdr870,,18,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
673050,StarBallMadNess,GreenGasGames,GreenGasGames,,6,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1008000,Aetheria Online,Zachary Hodges,Zachary Hodges,,59,28,0,"0 .. 20,000",0,0,0,0,0,0,0,0
