appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
511250,Cloudbase Prime,Floating Island Games,Floating Island Games,,16,6,0,"0 .. 20,000",0,0,0,0,999,999,0,0
517770,Caketomino,Smoketree Studios,Smoketree Studios,,0,1,0,"0 .. 20,000",222,0,222,0,99,99,0,0
524490,Shadron,Viktor Chlumský,Viktor Chlumský,,21,3,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
511690,Duck Force,Andreas Aust,Andreas Aust,,9,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
523940,ZombVR,DonkeyKwon Games,DonkeyKwon Games,,13,12,0,"0 .. 20,000",0,0,0,0,199,199,0,0
517330,Stellar Interface,ImaginationOverflow,ImaginationOverflow,,133,23,0,"0 .. 20,000",0,0,0,0,1299,1299,0,3
381000,6 Nights,TopArcadeApps,TopArcadeApps,,1,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
483850,Guns N' Boxes,LightArrow Games,LightArrow Games,,24,6,0,"0 .. 20,000",0,0,0,0,999,999,0,0
523550,Defense of Castle Chilly,Lord of the Stack,Lord of the Stack,,6,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
517480,VHSoverdose,CallThePolices,CallThePolices,,1,3,0,"0 .. 20,000",0,0,0,0,399,399,0,0
519540,Virtual Islands,Tim McCulloch,Tim McCulloch,,5,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
526960,Fair Islands VR,Lost Bra,Lost Bra,,0,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0
512370,Hero Boy,Crowned Daemon Studios,Crowned Daemon Studios,,5,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
527890,Shop-n-Spree: Shopping Paradise,ViquaSoft,Big Fish Games,,6,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0
420370,Gravity Island,"ILIKESCIFI Games, Clement Willay Games",astragon Entertainment,,7,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
446060,akeytsu Indie 2017,nukeygara,nukeygara,,40,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
502920,Gunnihilation,Robo Pixel Games,Robo Pixel Games,,13,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
511790,Retro Football Boss,1888 Games,Plug In Digital,,17,12,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
506550,RollerForce,Headtrip Games llc,Headtrip Games llc,,20,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
502650,Autumn Park Mini Golf,Serious Tangents,Serious Tangents,,28,8,0,"0 .. 20,000",0,0,0,0,199,199,0,0
503730,Saving Harmony,Daniel Mercier,Mercier Games,,8,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
523220,Virtual Race Car Engineer 2016,Tim McArthur,Monkey Face Software LLC,,2,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
525050,Artisan: Going Home Again,Unseen Kingdom Studios,Unseen Kingdom Games,,13,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
520510,Tribocalypse VR,Totemic Entertainment Ltd,Totemic Entertainment Ltd,,8,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0
504560,The Unwelcomed,"The Unwelcomed Studios, Isolation Inc",The Unwelcomed Studios,,31,10,0,"0 .. 20,000",0,0,0,0,999,999,0,0
516900,Oniris Basket VR,Oniris Studios,Oniris Studios,,4,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
527910,Nevertales: Shattered Image Collector's Edition,Mad Head Games,Big Fish Games,,11,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
531480,ShapeRockets,Echohead Games,Echohead Games,,14,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
377300,Thunder Tier One,"KRAFTON, Inc","KRAFTON, Inc",,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
506630,,,Big Fish Games,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
518110,Ahros: One Warrior Chronicle,4 I Lab,4 I Lab,,15,14,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
520930,Pong It! VR,Mergin Studio,Mergin Studio,,15,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
524350,TileDynasty FPS Arena,Purpl3Grape,Purpl3Grape,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
525760,Awesome Obstacle Challenge,VRoximity LLC,VRoximity LLC,,8,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
527920,Farm Tribe 2,CrioGames,Big Fish Games,,12,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
527930,Spa Mania 2,Blue Lizard Games,Big Fish Games,,1,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
346390,Diamond,Brandon Cassata,None,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
527360,Escape Station,"Paul Thornton, Luke Meppem, Owen Badham","Escape Reality UKVR , SoftApps",,0,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0
528790,Francois BOUILLE,François Bouille - Experience 360,François Bouille - Experience 360,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
531980,VR Photo Viewer,SprocketVR,SprocketVR,,24,12,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
496000,BowMage,Fusion Labz Corp.,Fusion Labz Corp.,,4,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
527940,Mystery Trackers: The Void Collector's Edition,Elephant Games,Big Fish Games,,6,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
533070,League of Light: Dark Omens Collector's Edition,Mariaglorum,Big Fish Games,,7,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
533090,Haunted Legends: The Queen of Spades Collector's Edition,AMAX Interactive,Big Fish Games,,5,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
503860,Patterna,Sebastian Schöner,Sebastian Schöner,,36,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
527330,Grave: VR Prologue,"Broken Window Studios, LLC","Broken Window Studios, LLC",,5,12,0,"0 .. 20,000",0,0,0,0,799,799,0,0
533470,The Cube Hotel（Ning's Wing 2）,T34 Studio,T34 Studio,,4,5,0,"0 .. 20,000",0,0,0,0,299,299,0,0
524610,Ceggtcher VR,Funny Twins,Funny Twins,,0,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0
529280,TEOT - The End OF Tomorrow,"Edsenses Creative Co., Ltd","Edsenses Creative Co., Ltd",,9,9,0,"0 .. 20,000",0,0,0,0,399,399,0,0
517990,City VR,"Amber Garage, Inc.","Amber Garage, Inc.",,8,6,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
503700,Fall of Freya (Alpha 1),GOTY LLC,GOTY LLC,,1,4,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
511700,Ship It,Think On Labs,Think On Labs,,13,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
517970,CRANGA!: Harbor Frenzy,HandMade Game,HandMade Game,,19,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
461100,SteamDolls VR,The Shady Gentlemen,The Shady Gentlemen,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
513300,Schacht,LAB132,"LabOne48, LAB132",,20,3,0,"0 .. 20,000",0,0,0,0,799,799,0,0
532070,The Miners,Michał Głowacki,Michał Głowacki,,2,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
536800,FILE 9,"Cypress Inheritance, LLC","Cypress Inheritance, LLC",,2,5,0,"0 .. 20,000",0,0,0,0,5999,5999,0,0
476000,Slightly Magic - 8bit Legacy Edition,Colin Jones &amp; The Potassium Frog,Potassium Frog Limited,,8,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
503490,Sword of Fireheart - The Awakening Element,"gillenew, Fraccaro",gillenew,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
529090,Violet Haunted,Donnie D. Washington II,Donnie D. Washington II,,2,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
447930,LYDIA: SWEET DREAMS,C-DRIVE MEDIA ART,C-DRIVE MEDIA ART,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
487730,Hat Trick Header,no-pact,no-pact,,10,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
512260,Avalon Legends Solitaire 2,Anawiki Games,Anawiki Games,,44,8,0,"0 .. 20,000",0,0,0,0,999,999,0,3
528990,Basketball Babe,VACTOR,VACTOR,,20,3,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
