appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1170610,Sexy Fitness Girl,Tintin Game, Tintin Game,,203,57,0,"0 .. 20,000",7,0,7,0,199,199,0,0
907180,InductVR (beta),"INSILICO, Emanuel Tomozei",INSILICO UK,,11,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1162130,Windbound,5 Lives Studios,Deep Silver,,352,276,0,"0 .. 20,000",0,0,0,0,2999,2999,0,14
958530,Fury of Dracula: Digital Edition,Nomad Games,Nomad Games,,121,42,0,"0 .. 20,000",0,0,0,0,1999,1999,0,7
46730,Hazen: The Dark Whispers,Dagger Games,Strategy First,,12,38,0,"0 .. 20,000",0,0,0,0,999,999,0,0
865940,SNK 40th ANNIVERSARY COLLECTION,Digital Eclipse,SNK CORPORATION,,112,26,0,"0 .. 20,000",153,0,153,0,2999,2999,0,1
51060,Drawn: The Painted Tower,Big Fish Studios,Big Fish Games,,120,24,0,"0 .. 20,000",0,0,0,0,999,999,0,2
209850,Highborn,Jet Set Games,Jet Set Games,,38,21,0,"0 .. 20,000",0,0,0,0,199,199,0,0
763650,Comets Wake,Rocket Tiger Studios,Rocket Tiger Studios,,21,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1367720,General War Memories,jtggame,jtggame,,10,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
236970,Jack Keane 2 - The Fire Within,Deck 13,astragon Entertainment,,24,30,0,"0 .. 20,000",1,0,1,0,999,999,0,0
1221230,Derange,Dark Gaia Studios,GrabTheGames,,24,5,0,"0 .. 20,000",0,0,0,0,599,599,0,0
246880,Recruits,Commotion Games Pty Ltd,Commotion Games Pty Ltd,,26,65,0,"0 .. 20,000",0,0,0,0,999,999,0,0
633660,Onimod Land,Astralax,Astralax,,14,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
263120,Ludwig,ovos,ovos,,27,33,0,"0 .. 20,000",0,0,0,0,999,999,0,0
266090,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,Project Whitecard Studios Inc.,Project Whitecard Studios Inc.,,73,120,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1185400,KuniTure,Ken Davis,Ken Davis,,6,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1409610,Without Romance,Moonlit Works,Moonlit Works,,67,16,0,"0 .. 20,000",0,0,0,0,0,0,0,1
274130,Rambo The Video Game + Baker Team DLC,Teyon,Reef Entertainment,,301,227,0,"0 .. 20,000",0,0,0,0,0,0,0,1
929400,Mahjong Magic Journey 3,Creobit,8floor,,5,0,0,"0 .. 20,000",0,0,0,0,49,499,90,0
1348250,Tank Quest,David Eshuis,David Eshuis,,7,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
708150,Lost Artifacts - Ancient Tribe Survival,Creobit,8Floor,,61,6,0,"0 .. 20,000",0,0,0,0,499,499,0,2
288750,Hotel Collectors Edition,Cateia Games,Libredia Entertainment,,14,21,0,"0 .. 20,000",0,0,0,0,699,699,0,0
289480,The Tomorrow War,CrioLand,1C Entertainment,,43,48,0,"0 .. 20,000",277,0,277,0,299,299,0,0
1447330,Born Race,Fabiano Naspolini,Fabiano Naspolini,,34,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
294420,7 Days to Die Dedicated Server,,Daedalic Entertainment,,63,15,0,"0 .. 20,000",0,0,0,0,0,0,0,43
1197340,Dead territory,Kedexa,Kedexa,,1,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
301830,Disney•Pixar Brave: The Video Game,Behaviour Interactive Inc.,Disney,,90,8,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
1127620,ByLo,Mia Osterholm Sarceno,Mia Osterholm Sarceno,,18,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
765940,SOK,Siberian Mouse,Siberian Mouse,,67,10,0,"0 .. 20,000",0,0,0,0,199,199,0,2
304290,Heroes Rise: The Hero Project,Choice of Games,Choice of Games,,131,32,0,"0 .. 20,000",0,0,0,0,499,499,0,0
305010,Toxic Bunny HD,Celestial Games,Celestial Games,,9,33,0,"0 .. 20,000",0,0,0,0,599,599,0,0
307170,Borealis,Conrad Nelson,None,,302,198,0,"0 .. 20,000",59,0,77,0,499,499,0,0
1307880,Hanoi Puzzles: Solid Match,Hanoi Studios,Hanoi Studios,,33,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1145340,Rogue State Revolution,"LRDGames, Inc.",Modern Wolf,,248,52,0,"0 .. 20,000",350,0,350,0,1499,1499,0,13
314500,Pixeluvo,Pictopotamus,Pictopotamus,,172,36,0,"0 .. 20,000",0,0,0,0,3499,3499,0,2
314950,Spectre,Proscenium,Proscenium,,12,31,0,"0 .. 20,000",0,0,0,0,499,499,0,0
316970,The Waste Land,Fledermaus,Digital Tribe,,46,45,0,"0 .. 20,000",342,0,342,0,999,999,0,3
317720,Tiestru,Warlock Arts,Warlock Arts,,13,34,0,"0 .. 20,000",0,0,0,0,999,999,0,0
318440,Cubesis,Wonderful Tree Studio,Wastelands Interactive,,24,24,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1351360,DevLife,Roman Studio,Mesote Games,,43,11,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
943900,Tombeaux,Dave Beck,Dave Beck,,24,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
325060,Parallax,Toasty Games,Toasty Games,,120,22,0,"0 .. 20,000",121,0,204,0,499,499,0,0
328920,F-117A Nighthawk Stealth Fighter 2.0,"MicroProse Software, Inc.","Retroism, Nightdive Studios",,84,16,0,"0 .. 20,000",0,0,0,0,699,699,0,0
329190,Volo Airsport,Ramjet Anvil,Ramjet Anvil,,121,58,0,"0 .. 20,000",0,0,0,0,99,99,0,0
331580,ULTRAWORLD EXODUS,Neon Serpent LLC,Neon Serpent LLC,,49,19,0,"0 .. 20,000",5,0,5,0,0,0,0,0
333330,Song of the Myrne: What Lies Beneath,Beldarak Games,Beldarak Games,,65,21,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1378070,Drawn to Life: Two Realms,Digital Continue,505 Games,,99,99,0,"0 .. 20,000",0,0,0,0,999,999,0,0
335050,World Of Leaders,Eversim,Eversim,,21,95,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1321110,MonsterTerritory,3000White,3000White,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
897300,Hacked: Hentai prison,CSM,W.T.B.,,39,23,0,"0 .. 20,000",0,0,0,0,99,99,0,0
337960,ClusterPuck 99,PHL Collective,PHL Collective,,88,26,0,"0 .. 20,000",1,0,1,0,499,499,0,0
338830,Star Nomad,Huy Phan,Huy Phan,,24,18,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1339750,Home: A Quarantine Story,Kyle Muntz,Kyle Muntz,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
339570,Enemy,Tom Johnson,Tom Johnson,,133,22,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
340920,Siege of Turtle Enclave,The Conjurer's Tower,The Conjurer's Tower,,5,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1044170,Lord of the click,HugePixel,HugePixel,,42,37,0,"0 .. 20,000",0,0,0,0,299,299,0,0
904540,Indiana Jones and the Infernal Machine,LucasArts,"Lucasfilm, Disney",,197,29,0,"0 .. 20,000",791,0,791,0,599,599,0,9
1205260,Defeated Girl,Inverse Game,Inverse Game,,183,36,0,"0 .. 20,000",52,19,52,19,119,199,40,5
860440,Goat Life,Vyacheslav Shilikhin,Vyacheslav Shilikhin,,81,51,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1490490,Kingslayer: The First Assassin,Saulo Rosart,Enjoy the Tale,,33,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
962250,Solitaire: Learn the Flags!,RTWS,RTWS,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
348000,Datswer,Behtam Developer,"Behtam Developer, UK VENUS",,2,8,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1400100,The Old House,JunyJell,JunyJell,,66,36,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1121710,Total Lockdown,Panzar Studio,OVALIS INVESTMENTS LIMITED,,543,159,0,"0 .. 20,000",0,0,0,0,599,599,0,4
312050,Red Johnson's Chronicles - 1+2 - Steam Special Edition,Lexis Numérique,Microids,,22,30,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1272130,Close Combat: The Longest Day,Strategy 3 Tactics,Slitherine LTD.,,24,9,0,"0 .. 20,000",0,0,0,0,3999,3999,0,12
796950,The Haunting of Billy,Targon Studios,Targon Studios,,20,19,0,"0 .. 20,000",24,0,24,0,799,799,0,0
356160,The Emptiness Deluxe Edition,Hooligans Entertainment,Viva Media,,30,71,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1060220,Langrisser I & II,Chara-ani Corporation,"NIS America, Inc.",,372,123,0,"0 .. 20,000",157,0,157,0,4999,4999,0,19
1189850,鶴鄉戀旅,"中央創遊_NCUGameCreator, 鶴鄉戀旅製作團隊",Tempest Digital Ltd.  暴風數位服務有限公司,,143,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
692690,Dance Collider,emergeWorlds,emergeWorlds,,117,21,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
862210,Inca Marbles,Bullid Games,Bullid Games,,21,21,0,"0 .. 20,000",0,0,0,0,199,199,0,0
365330,iaidoka_interlude,Blaze Epic,Blaze Epic,,44,25,0,"0 .. 20,000",0,0,0,0,99,99,0,0
365340,The Way of the Pixelated Fist,Blaze Epic,Blaze Epic,,17,16,0,"0 .. 20,000",9,0,9,0,99,99,0,0
329610,R.B.I. Baseball 15,MLB.com,MLB.com,,68,92,0,"0 .. 20,000",0,0,0,0,0,0,0,0
355100,Dungeon Crawlers HD,Drowning Monkeys Games,Drowning Monkeys Games,,39,38,0,"0 .. 20,000",0,0,0,0,499,499,0,0
358180,Bio Menace,3D Realms (Apogee Software),3D Realms (Apogee Software),,44,9,0,"0 .. 20,000",1,0,1,0,0,0,0,1
358200,Math Rescue,Redwood Games,3D Realms (Apogee Software),,37,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0
358350,Secret Agent,3D Realms (Apogee Software),3D Realms (Apogee Software),,72,13,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1251190,Dragon and Weed: Origins - Prologue,West Dragon Productions,OG-ZONE Digital Entertainment,,8,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
365580,Beeswing,J. King-Spooner,erm...,,89,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1480240,You Pilot A Piece Of S***: GAIDEN,Long Nguyen,Long Nguyen,,4,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
348430,Quell Reflect,Fallen Tree Games Ltd,Green Man Gaming Publishing,,108,3,0,"0 .. 20,000",0,0,0,0,399,399,0,2
348440,Quell Memento,Fallen Tree Games Ltd,Green Man Gaming Publishing,,136,6,0,"0 .. 20,000",0,0,0,0,399,399,0,0
359400,Why Am I Dead At Sea,Peltast Software,Peltast Software,,337,15,0,"0 .. 20,000",0,0,0,0,499,499,0,3
367000,Fine Sweeper,Pixel Prophecy,Pixel Prophecy,,375,52,0,"0 .. 20,000",473,0,936,0,599,599,0,4
809470,Survivor Island,SGStudio Games,SGStudio Games,,11,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0
