appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
619890,Evil Glitch,Agar3s,Giant Fox Studios,,29,3,0,"20,000 .. 50,000",285,0,290,0,299,299,0,0
294000,Knight Squad,Chainsawesome Games,Chainsawesome Games,,301,51,0,"20,000 .. 50,000",301,0,383,0,1499,1499,0,1
298560,Captain Forever Remix,"Pixelsaurus Games, Future Crayon",Pixelsaurus Games,,285,66,0,"20,000 .. 50,000",66,0,66,0,999,999,0,0
1135570,Martian Law,Linclo Games,Linclo Games,,117,174,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
545980,Voodoo Vince: Remastered,"Beep Games, Inc.","Beep Games, Inc.",,325,27,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,5
306200,The Happy Hereafter,"Alawar, Mirball Games",Buka Entertainment,,272,76,0,"20,000 .. 50,000",706,0,706,0,399,399,0,2
830810,Death Game+,Enemby Games,"Enemby Games, Fractured Mind",,6,8,0,"20,000 .. 50,000",3,0,3,0,99,99,0,0
928370,Axe Throw VR,"Tea Monster Games, PsychicParrot",Tea Monster Games,,11,2,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
318650,SunAge: Battle for Elysium,vertex4 entertainment ltd.,vertex4 entertainment ltd.,,95,42,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
319560,Reprisal Universe,electrolyte,electrolyte,,304,87,0,"20,000 .. 50,000",36,0,36,0,699,699,0,0
320790,Fabula Mortis,Deadghost Interactive,Deadghost Interactive,,35,50,0,"20,000 .. 50,000",145,0,145,0,799,799,0,0
612590,Mouse Playhouse,Tinkertainment,SMU Guildhall,,41,5,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
495520,Ping Pong League,Cover Corp.,Cover Corp.,,47,35,0,"20,000 .. 50,000",64,0,64,0,0,0,0,0
335120,Serpent in the Staglands,Whalenought Studios,Whalenought Studios,,115,58,0,"20,000 .. 50,000",0,0,0,0,1399,1399,0,1
527290,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,516,104,0,"20,000 .. 50,000",0,0,0,0,929,929,0,8
341530,Stardust Vanguards,Zanrai Interactive,Zanrai Interactive,,76,20,0,"20,000 .. 50,000",93,0,93,0,399,399,0,0
437610,SQUIDS FROM SPACE,Fun Bits,Fun Bits,,204,19,0,"20,000 .. 50,000",64,0,64,0,0,0,0,0
690140,Sword Legacy: Omen,"Firecast Studio, Fableware Narrative Design",Team17 Digital Ltd,,365,181,0,"20,000 .. 50,000",135,0,169,0,1799,1799,0,2
858590,Last Tide,Digital Confectioners,Digital Confectioners,,747,411,0,"20,000 .. 50,000",55,0,55,0,2499,2499,0,0
352190,Spirit of War,G-OLD,Plug In Digital,,43,28,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
846800,Diner Bros,JAYFLGAMES,JAYFLGAMES,,456,60,0,"20,000 .. 50,000",0,0,0,0,999,999,0,21
