appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
678900,Farmer's Dynasty,UMEO Studios,Toplitz Productions,,2021,541,0,"50,000 .. 100,000",2251,0,2844,0,2999,2999,0,143
230310,Akaneiro: Demon Hunters,Spicy Horse,Spicy Horse,,130,227,0,"50,000 .. 100,000",60,0,119,0,0,0,0,0
392040,War Blade,Tvr Games,Tvr Games,,258,202,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1389370,Jumpala: Tryouts Edition,Yokereba Games,Versus Evil,,20,0,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
253390,Hot Tin Roof: The Cat That Wore A Fedora,Glass Bottom Games,Glass Bottom Games,,129,71,0,"50,000 .. 100,000",114,0,145,0,1499,1499,0,0
574440,Ripple Effect,"Well Played Studio, Inc","Well Played Studio, Inc",,41,19,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1063310,Vane,Friend & Foe Games,"Friend & Foe Games, Gamera Game",,179,133,0,"50,000 .. 100,000",6,0,6,0,1999,1999,0,3
1039880,Hellsplit: Arena,Deep Type Games,Deep Type Games,,1383,242,0,"50,000 .. 100,000",515,0,515,0,2499,2499,0,33
1476080,Grow Big (or Go Home): Ultimate Edition,Quarant Inc.,Quarant Inc.,,12,0,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0
271370,Transport Giant,"Fancy Bytes, Reactor",Toplitz Productions,,195,152,0,"50,000 .. 100,000",2930,0,4814,0,999,999,0,23
1082430,Before Your Eyes,GoodbyeWorld Games,Skybound Games,,4634,70,0,"50,000 .. 100,000",91,0,99,0,999,999,0,28
906390,Return.,,PsychoFlux Entertainment,,832,83,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
279900,Soul Axiom,Wales Interactive,Wales Interactive,,127,63,0,"50,000 .. 100,000",503,0,608,0,0,0,0,1
281920,Splatter - Zombiecalypse Now,Dreamworlds,1999UEM,,2031,218,0,"50,000 .. 100,000",615,0,221,0,699,699,0,1
288140,Perfect Golf,PERFECT PARALLEL,"Perfect.Golf, Inc.",,534,298,0,"50,000 .. 100,000",0,0,0,0,3499,3499,0,37
921940,Icarus Online,"WemadeIO, Valofe",101XP,,130,90,0,"50,000 .. 100,000",307,0,307,0,0,0,0,17
870820,Wakaru ver. beta,えいえいっ! 怒った?,えいえいっ! 怒った?,,287,34,0,"50,000 .. 100,000",0,0,0,0,0,0,0,23
310450,Steel & Steam: Episode 1,Red Meat Games,Digerati Distribution,,31,66,0,"50,000 .. 100,000",7,0,7,0,0,0,0,0
562230,Space Tyrant,Blue Wizard Digital,Blue Wizard Digital,,458,73,0,"50,000 .. 100,000",155,0,155,0,1999,1999,0,6
1189800,Bleeding Edge,Ninja Theory,Ninja Theory,,1078,508,0,"50,000 .. 100,000",158,0,158,0,2999,2999,0,2
1361010,Vampires Dawn 3 - The Crimson Realm,"Dawnatic Games, Alexander Koch",Dawnatic Games,,464,65,0,"50,000 .. 100,000",0,0,0,0,1599,1599,0,34
617480,Tower of Time,Event Horizon,Event Horizon,,1533,258,0,"50,000 .. 100,000",457,0,617,0,2499,2499,0,36
590590,Remnants of Naezith,Tolga Ay,Tolga Ay,,438,58,0,"50,000 .. 100,000",318,0,338,0,999,999,0,1
505730,Holy Potatoes! We’re in Space?!,Daylight Studios,Daedalic Entertainment,,557,276,0,"50,000 .. 100,000",141,0,192,0,999,999,0,13
1368860,像素女友,HIROKO IMAKI,Pujia8 Studio,,874,10,0,"50,000 .. 100,000",0,0,0,0,0,0,0,9
348200,Nimble Writer,Nimble Tools,Nimble Tools,,438,59,0,"50,000 .. 100,000",0,0,0,0,999,999,0,35
507520,Zzzz-Zzzz-Zzzz,SaintHeiser,Half-Face Games,,162,50,0,"50,000 .. 100,000",0,0,0,0,399,399,0,2
492760,Aftercharge,Chainsawesome Games,Chainsawesome Games,,167,56,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
614460,Amber Tail Adventure,AmberTail,AmberTail,,15,19,0,"50,000 .. 100,000",249,0,258,0,399,399,0,0
