appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1272060,Premier Manager 02/03,ZOO Digital Publishing,Funbox Media Ltd,,6,1,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0
446380,Sophie's Curse,TrerPlay,TrerPlay,,352,66,0,"50,000 .. 100,000",184,0,240,0,499,499,0,1
783810,牧剑：化神书(Tale Of Swords: Mystery Scroll),喵鼎工作室,喵鼎工作室,,261,57,0,"50,000 .. 100,000",43,0,43,0,599,599,0,1
431590,Earn to Die 2,Toffee Games,Not Doppler,,493,52,0,"50,000 .. 100,000",466,0,583,0,499,499,0,8
1283580,Minimalist Space War,Henning Info,Henning Info,,21,0,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
670350,The Free Ones,Farsky Interactive,Farsky Interactive,,538,141,0,"50,000 .. 100,000",24,0,24,0,999,999,0,2
1055430,Swords and Sandals Classic Collection,Whiskeybarrel Studios,eGames.com,,924,71,0,"50,000 .. 100,000",453,0,469,0,999,999,0,27
473140,BomberZone,Dracula Bytes,exosyphen studios,,61,32,0,"50,000 .. 100,000",243,0,267,0,99,99,0,21
926520,Love Letter,Nomad Games,Asmodee Digital,,290,44,0,"50,000 .. 100,000",153,0,245,0,699,699,0,8
646360,El Ministerio del Tiempo VR: El tiempo en tus manos,Future Lighthouse,RTVE,,13,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1196630,Nexomon: Extinction,VEWO Interactive Inc.,"PQube Limited, VEWO Interactive Inc.",,1449,101,0,"50,000 .. 100,000",1095,0,1890,0,1299,1999,35,185
489900,Bayla Bunny,EnsenaSoft,EnsenaSoft,,58,70,0,"50,000 .. 100,000",315,0,327,0,199,199,0,0
953250,War Machines: Free to Play,Fun Games For Free,Fun Games For Free,,145,70,0,"50,000 .. 100,000",0,0,0,0,0,0,0,48
3380,Dynomite Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",,137,9,0,"50,000 .. 100,000",0,0,0,0,499,499,0,23
3450,Typer Shark! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",,167,38,0,"50,000 .. 100,000",0,0,0,0,499,499,0,19
818320,LEGO The Incredibles,"TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",,620,78,0,"50,000 .. 100,000",624,0,832,0,3999,3999,0,115
15380,Heroes of Might & Magic V: Hammers of Fate,Nival,Ubisoft,,170,25,0,"50,000 .. 100,000",821,0,1148,0,999,999,0,30
