appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
686760,Carpe Diem: Reboot,Moonlit Works,Moonlit Works,,102,15,0,"0 .. 20,000",1,0,1,0,499,499,0,0
410830,ARENA GODS,Supertype,Supertype,,89,21,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1465380,Hello From Darkness,CaTaTo,Piece Of Voxel,,58,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0
517670,Cowbots and Aliens,Wizard Games Inc,Wizard Games Inc,,81,14,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
657790,Defense of Roman Britain,First Games Interactive,First Games Interactive,,27,18,0,"0 .. 20,000",0,0,0,0,314,699,55,0
1071090,Clean VR,LookPeople,Ahlman Game Studio,,5,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1091030,LithoBreak,Tau Ceti Labs,Tau Ceti Labs,,3,1,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
614970,Qbike: Cyberpunk Motorcycles,GexagonVR,GexagonVR,,32,26,0,"0 .. 20,000",0,0,0,0,999,999,0,0
37500,Magnetis ,Yullaby,Yullaby,,33,9,0,"0 .. 20,000",0,0,0,0,199,199,0,0
420900,Mech Anarchy,Trevor Madge,Trevor Madge,,12,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
606940,Cyborg Tower Defense,Big Fun Games,Big Fun Games,,35,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1540830,Conspiracy Girls,House of Delaroux,House of Delaroux,,5,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
771400,ESCAPE FROM VOYNA:  Tactical FPS survival,Dead Crow,Dead Crow,,0,9,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
1230930,Inside The Computer,Zihan Wang,Zihan Wang,,13,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1076230,OmniFootman,WT Studio,WT Studio,,104,17,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
486120,Escape The Past,3DDUO,"Fun4Family, Plug In Digital",,35,20,0,"0 .. 20,000",199,0,202,0,499,499,0,0
1077150,Planet Jump 2,NIK GAMES,Mikhail Lebedev,,1,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1081160,Into The Core,"Amnon Levi, Ben Chen, Bar Alon, Ofir Green",Gemini Creative Games,,37,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1357550,Psi 5 Trading Company,"Accolade, Inc.",Ziggurat,,1,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
404860,Inside Me,SnowBiteGames,SnowBiteGames,,26,8,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1079630,Death Jump,Tamerlan Satualdypov,КиКо,,55,10,0,"0 .. 20,000",0,0,0,0,199,199,0,0
294770,Haegemonia: Legions of Iron,Digital Reality,Microids,,41,22,0,"0 .. 20,000",0,0,0,0,89,899,90,1
1011070,Nomads of the Fallen Star,Huy Phan,Huy Phan,,26,8,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
1460480,On Key Up: A Game for Keyboards,Roppy Chop Studios,Roppy Chop Studios,,4,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
705750,American Patriots: Boston Tea Party,Cult Software,Cult Software,,64,7,0,"0 .. 20,000",0,0,0,0,99,99,0,1
1122880,Stones of Solace,Dziff,Ice Water Games,,105,9,0,"0 .. 20,000",0,0,0,0,0,0,0,2
1134320,GLADOM - 2D PVP Free & Skill Based,qugen®,qugen®,,17,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
618070,Jet Buster,Team Grybanser Fox,Team Grybanser Fox,,34,2,0,"0 .. 20,000",2,0,2,0,999,999,0,0
678310,Pinball Deluxe: Reloaded,Made of Bits,Made of Bits,,89,6,0,"0 .. 20,000",0,0,0,0,799,799,0,5
294670,Putt-Putt Travels Through Time,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",,204,17,0,"0 .. 20,000",79,0,79,0,699,699,0,7
819280,ZAMB! Endless Extermination,Nano Games,Nano Games,,19,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1548010,Flipol,Derin,Derin,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1077340,Downtown Drift,ThatMadProgrammer,SiliKöln Valley Games,,42,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
873560,Jack N' Jill DX,"Rohan Narang, Ratalaika Games S.L.",Ratalaika Games S.L.,,70,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1028740,Herd is Coming,Proximity Games,Proximity Games,,33,14,0,"0 .. 20,000",0,0,0,0,499,499,0,0
898080,everybody's sad,"Aubrey Isaacman, Jared Pettitt, Andrew Gwinner, Caleb Valdez, Evie Chang, Gangjun (Jun) Ha, Gio Benedetti, Liam Dugard, Maxwell Taylor, Nathaniel Kevin Suriawijaya, Noriaki Nakano, Raymond Reedy",puncta,,75,14,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1081740,Easter Clicker: Idle Manager,Autotelic Games LLC,Autotelic Games LLC,,30,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1435700,Roald Amundsen's House,Glitch Studios,MiA - Museene i Akershus,,24,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1296700,Headbangers in Holiday Hell,Vikerlane,Hammer&amp;Ravens,,23,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
993990,Hunger Apartment （蚀狱）,Shinou Game Studio,WhiteLakeStudio,,63,37,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1377140,Don't Look,DygoDev,DygoDev,,2,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
882150,Drone Strike Force,Odisi Games,Odisi Games,,57,10,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
758090,Monobeno,Lose,HIKARI FIELD,,526,21,0,"0 .. 20,000",699,0,714,0,2499,2499,0,7
1447830,battleMETAL,Peter Roohr,None,,2,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
399910,Ookibloks,"Studio Work3, Lampert &amp; Sons, Skyboy Games",Skyboy Games,,47,5,0,"0 .. 20,000",143,0,143,0,199,199,0,0
716230,Galactic Lords,"TheDreik, Xeneder",Xitilon,,27,22,0,"0 .. 20,000",0,0,0,0,499,499,0,0
675220,SoulFrost,Xitilon,Xitilon,,14,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0
924940,Guard of Wonderland,Wonder Games,Wonder Games,,46,4,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1319430,VERGJORN,Crystal Clear Entertainment SB,Crystal Clear Entertainment SB,,13,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
544600,Delicious - Emily's Christmas Carol,"Blue Giraffe, GameHouse",GameHouse,,123,15,0,"0 .. 20,000",0,0,0,0,1299,1299,0,5
1160330,Fight of Animals,Digital Crafter,Digital Crafter,,384,20,0,"0 .. 20,000",87,0,151,0,999,999,0,0
1144620,Northern Lights,King Deluxe,King Deluxe,,10,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1177430,Immanence,Cat In A Jar Games,Cat In A Jar Games,,54,35,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1194870,"Winter Worm, Summer Grass",Ameshiko,Ameshiko,,34,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1087070,Poly Fishing,Kai Zou,Kai Zou,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
