appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
431870,Castle Torgeath: Descent into Darkness,Dungeoneering Studios,Dungeoneering Studios,,54,29,0,"0 .. 20,000",232,0,232,0,0,0,0,0
434620,Pythagoria,Vladimir Maslov,Vladimir Maslov,,173,57,0,"0 .. 20,000",84,0,84,0,0,0,0,0
938300,CuberPunk 2089,Brouillard,Brouillard,,159,36,0,"0 .. 20,000",0,0,0,0,399,399,0,0
648890,DMT: Dynamic Music Tesseract,DMT,DMT,,136,15,0,"0 .. 20,000",7,0,8,0,499,499,0,0
434920,Last Heroes 2,Warfare Studios,Aldorlea Games,,30,14,0,"0 .. 20,000",152,0,152,0,299,299,0,0
434220,Bear Haven Nights,SunRay Games,SunRay Games,,38,6,0,"0 .. 20,000",208,0,208,0,499,499,0,0
1089810,下一层的封魔塔 Forever War,"吃了就睡工作室, 桃之夭夭",吃了就睡工作室,,84,31,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1165960,Things That Bounce and Explode,LNDFRR,LNDFRR,,17,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
325930,Viking Squad,Slick Entertainment Inc.,Slick Entertainment Inc.,,200,33,0,"0 .. 20,000",478,0,478,0,1499,1499,0,1
857470,NEKOKORO,Mikołaj Spychał,Mikołaj Spychał,,68,6,0,"0 .. 20,000",0,0,0,0,149,1499,90,1
495800,Flipside Studio,Flipside XR,Flipside XR,,25,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1473050,100 hidden birds,"Anatoliy Loginovskikh, Аlexandr Telminov",Anatoliy Loginovskikh,,142,8,0,"0 .. 20,000",0,0,0,0,49,99,51,4
816160,Score a goal 2 (Physical football),BulatHard,BulatHard,,28,18,0,"0 .. 20,000",0,0,0,0,249,999,75,0
448750,Infinity Saga,ArcticFox223,ArcticFox223,,22,8,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1084360,Mister Burnhouse,Anatoliy Loginovskikh,Anatoliy Loginovskikh,,8,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
449770,Legend of Moros,Cannibal Interactive,Cannibal Interactive,,6,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1119610,The Wednesday,GamBridzy,GamBridzy,,58,56,0,"0 .. 20,000",0,0,0,0,749,1499,50,1
434660,Octahedron: Transfixed Edition,Demimonde,Square Enix ,,134,10,0,"0 .. 20,000",75,0,75,0,1299,1299,0,0
1379510,Algebra Ridge,Drealengo,Drealengo,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1274380,Etheldia Pepper,Etheldia,Etheldia,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
439440,Of Carrots And Blood,Trite Games,Trite Games,,75,29,0,"0 .. 20,000",26,0,26,0,299,299,0,0
791500,Mahjong Riichi Multiplayer,Schickmair Games,Schickmair Games,,28,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
277700,On Rusty Trails,Black Pants Studio,Black Pants Studio,,202,23,0,"0 .. 20,000",172,0,193,0,1299,1299,0,1
839810,Drift 4000,Tim Cornish,Tim Cornish,,14,9,0,"0 .. 20,000",25,0,25,0,0,0,0,0
420840,BLARP!,Isaac Cohen,Isaac Cohen,,165,9,0,"0 .. 20,000",0,0,0,0,299,299,0,0
429350,Satellite Rush,Kimeric Labs,Plug In Digital,,42,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
391240,Forgotten Lore,Coty Getzelman,Coty Getzelman,,49,24,0,"0 .. 20,000",285,0,285,0,0,0,0,0
832080,Google Spotlight Stories: Back to the Moon,Google Inc.,Google Inc.,,38,1,0,"0 .. 20,000",32,0,32,0,0,0,0,0
434290,Typefighters (Steam Edition),Christian Reuter,Christian Reuter,,86,41,0,"0 .. 20,000",13,0,13,0,199,199,0,0
987230,Shadow Legend VR,VitruviusVR,VitruviusVR,,305,87,0,"0 .. 20,000",363,0,363,0,2499,2499,0,0
1472740,Das Balkonzimmer,FLO-server,FLO-server,,20,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1147960,Okaeri,Chilla's Art,Chilla's Art,,263,124,0,"0 .. 20,000",0,0,0,0,299,299,0,1
1138010,Aftermoor,Tristan Begin Games,DigiPen Institute of Technology,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
395470,ICARUS.1,electrolyte,electrolyte,,40,19,0,"0 .. 20,000",0,0,0,0,699,699,0,0
436870,Tank Brawl,Phung Games,Phung Games,,24,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0
595420,Franchise Hockey Manager 4,Out of the Park Developments,Out of the Park Developments,,94,52,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
461390,Bulby - Diamond Course,Rafael Senne,Paperdog Games,,15,16,0,"0 .. 20,000",259,0,276,0,299,299,0,0
1560850,Piozila,Mena Mena Games,Mena Mena Games,,8,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
368800,Apocalypse: Party's Over,"Hoplon, Izyplay Game Studio",Hoplon,,129,22,0,"0 .. 20,000",12,0,12,0,0,0,0,0
468800,Arkshot,Code Avarice,Digerati,,99,30,0,"0 .. 20,000",48,0,89,0,499,499,0,0
473970,Zombie City Defense 2,Mozg Labs,Mozg Labs,,131,51,0,"0 .. 20,000",9,0,9,0,999,999,0,3
814310,D.A.T.A,Dexied Games,Dexied Games,,54,54,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1036200,Song Animals,"Edwin Montgomery, Myshkin Entertainment",Myshkin Entertainment,,39,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
476020,Reflection of Mine,Redblack Spade,Redblack Spade,,163,31,0,"0 .. 20,000",0,0,0,0,199,799,75,0
