appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1405960,VR Travelling in 18th-19th Century Europe,William at Oxford,William at Oxford,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1367690,Tony Stewart's All-American Racing,"Monster Games, Inc.","Monster Games, Inc.",,90,16,0,"0 .. 20,000",0,0,0,0,2999,2999,0,6
1410490,Super Monk War Z,XXL,XXL,,1,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1377970,Tales From Evenfall,Northward Games,Northward Games,,2,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1318000,HTD,D-Tarrow,D-Tarrow,,3,0,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
1262140,Rangok Skies,Samurai Games,Samurai Games,,15,4,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
711380,Code of Princess EX,Studio Saizensen,"Nicalis, Inc.",,21,10,0,"0 .. 20,000",0,0,0,0,1999,1999,0,5
1392540,缄默星空 Silent Space,Jachun Digital,Jachun Digital,,18,1,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1416150,Drilly Willis,Private Pook Games,Private Pook Games,,6,0,0,"0 .. 20,000",0,0,0,0,479,799,40,0
967390,Chronos: Before the Ashes,"Gunfire Games, THQ Nordic",THQ Nordic,,210,123,0,"0 .. 20,000",0,0,0,0,2999,2999,0,6
1412560,Death Rattle - Hell Unleashed,Aligned Games,Aligned Games,,10,1,0,"0 .. 20,000",0,0,0,0,1699,1699,0,1
1413890,Nice to NO you,QuaranTime Games,QuaranTime Games,,2,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1416600,Evil Ritual - Horror Escape,BibaDev,BibaDev,,4,10,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1422190,Fuzz Force: Spook Squad,Fuzz Force,Fuzz Force,,31,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
1414220,POPPIN' DONUTS,Vantan Game Academy Tokyo,Vantan Game Academy Tokyo,,6,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1425030,Cyberwinter,Panda Pasha Games,Panda Pasha Games,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1217610,Pro Player Life,BloodBrothers Studios,BloodBrothers Studios,,57,23,0,"0 .. 20,000",0,0,0,0,499,499,0,4
1400930,Save the Date,Post Boredom Games,Post Boredom Games,,4,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1261520,Asterix & Obelix XXL: Romastered,OSome Studio,Microids,,125,42,0,"0 .. 20,000",939,0,939,0,2999,2999,0,11
1427120,Consequence,Mr. Noodle,Mr. Noodle,,5,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1425170,Car Jump,Giulio Scorpiniti,Giulio Scorpiniti,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1390670,Escape from Naraka,XeloGames,Headup,,57,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1383960,Nickelodeon Kart Racers 2: Grand Prix,Bamtang Games,GameMill Entertainment,,178,44,0,"0 .. 20,000",370,0,370,0,999,1999,50,12
1385920,Impossible Pixels,Krystofoxik,Krystofoxik,,5,0,0,"0 .. 20,000",0,0,0,0,999,999,0,1
1359020,Vermitron,FobTi interactive,FobTi interactive,,10,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1429400,Mousebound,GNos Games,GNos Games,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1435840,DIG THE GROUND,Itera Labs,HH-Games,,4,7,0,"0 .. 20,000",0,0,0,0,224,299,25,0
1329240,Spirit Clash,Koltiro Games,Koltiro Games LLC,,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1431770,JungleKnight,scgame,scgame,,5,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1437120,Gizmos: Interstellar Voyage,Oleg Sereda,Oleg Sereda,,7,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1390060,Ghosty,Brian Ferratto,Brian Ferratto,,8,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1436490,Stacker Puzzle,TooIzzi Games,TooIzzi Games,,12,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1431040,Golazo! Soccer League,Purple Tree S R L,Purple Tree S R L,,59,16,0,"0 .. 20,000",0,0,0,0,899,899,0,1
1432630,Space Defense,Guilherme Palacios Fraga Uema,Guilherme Palacios Fraga Uema,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1440530,Good puzzle,Laush Dmitriy Sergeevich,Laush Studio,,13,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1141120,Scarlet Hood and the Wicked Wood,Devespresso Games,"Headup, WhisperGames",,93,9,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1443640,Horace Goes Skiing,Pixel Games UK,Pixel Games UK,,2,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1440020,Artifact Hunter,e-FunSoft Games,HH-Games,,8,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1426280,Hello Puppets!,Otherworld Interactive,tinyBuild,,117,18,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
1345380,BiteVille,Veelhoek Studios,Veelhoek Studios,,27,20,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1433930,Strong towers,ImperiumGame,ImperiumGame,,12,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1066490,Linklight,Highrise Software,Highrise Software,,21,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
