appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
860950,Mark of the Ninja: Remastered,Klei Entertainment,Klei Entertainment,,3487,128,0,"100,000 .. 200,000",391,0,509,0,499,499,0,55
577690,Spooky's Jump Scare Mansion: HD Renovation,Albino Moose Games,Albino Moose Games,,1125,60,0,"100,000 .. 200,000",91,0,91,0,999,999,0,20
57640,Broken Sword: Director's Cut,Revolution Software Ltd,Revolution Software Ltd,,1798,128,0,"100,000 .. 200,000",161,0,241,0,599,599,0,32
493710,Laraan,Flynn's Arcade,Flynn's Arcade,,123,130,0,"100,000 .. 200,000",234,0,230,0,499,499,0,0
1341960,Fuhrer in LA - Special Edition,Ankaar Productions,Ankaar Productions,,42,2,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0
25990,Majesty Gold HD,Cyberlore,Paradox Interactive,,418,29,0,"100,000 .. 200,000",111,0,155,0,999,999,0,3
71240,SEGA Bass Fishing,SEGA,SEGA,,567,85,0,"100,000 .. 200,000",117,0,122,0,799,799,0,2
108500,Vessel,Strange Loop Games,IndiePub,,600,78,0,"100,000 .. 200,000",49,0,49,0,899,899,0,4
202310,Ridge Racer Unbounded,BUGBEAR,BANDAI NAMCO Entertainment,,711,501,0,"100,000 .. 200,000",209,0,401,0,999,999,0,2
221020,Towns,"Xavi Canal, Ben Palgi",SMP,,704,1979,0,"100,000 .. 200,000",1361,0,995,0,1499,1499,0,7
221180,Eufloria HD,"Rudolf Kremers &amp; Alex May, Tuna",Omni Systems,,526,52,0,"100,000 .. 200,000",44,0,87,0,1499,1499,0,12
237890,Agarest: Generations of War,Idea Factory,Ghostlight LTD,,1277,491,0,"100,000 .. 200,000",492,0,629,0,1499,1499,0,16
259340,Chicken Shoot Gold,ToonTRAXX Studios,Topware Interactive,,407,232,0,"100,000 .. 200,000",283,220,302,220,699,699,0,22
416590,Emily Wants To Play,Shawn Hitchcock,Hitchcock Games,,1211,313,0,"100,000 .. 200,000",74,0,117,0,499,499,0,12
467390,Approaching Blocks,Dymchick1,Dymchick1,,180,102,0,"100,000 .. 200,000",208,0,230,0,199,199,0,1
454120,Starbase,Frozenbyte,Frozenbyte,,2745,1169,0,"100,000 .. 200,000",4381,5177,8508,6851,3499,3499,0,7747
441550,STAR WARS Rebellion,Coolhand Interactive,"LucasArts, Lucasfilm, Disney",,768,115,0,"100,000 .. 200,000",270,0,270,0,599,599,0,87
453890,Black Rose,Sir Bedlam Productions,Sir Bedlam Productions,,685,162,0,"100,000 .. 200,000",23,0,26,0,0,0,0,1
440760,Cube Destroyer,Freedomize Studio,Freedomize Studio,,948,164,0,"100,000 .. 200,000",148,0,160,0,99,99,0,83
304410,Hexcells Infinite,Matthew Brown,Matthew Brown,,3027,88,0,"100,000 .. 200,000",109,0,156,0,499,499,0,178
1508740,Xuan-Yuan Sword2,"DOMO Studio, SOFTSTAR ENTERTAINMENT",SOFTSTAR ENTERTAINMENT,,102,15,0,"100,000 .. 200,000",0,0,0,0,499,499,0,6
1133430,Ashes of Creation Apocalypse,"Intrepid Studios, Inc.","Intrepid Studios, Inc.",,300,532,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1391220,Scrapnaut: Prologue,SpiffyBit,RockGame S.A.,,652,89,0,"100,000 .. 200,000",0,0,0,0,0,0,0,4
979120,Autonauts,Denki,Curve Digital,,3051,346,0,"100,000 .. 200,000",647,0,333,0,1999,1999,0,227
394540,Spaceport Hope,team BitClub,"team BitClub , Sunken Treasure Games",,351,107,0,"100,000 .. 200,000",199,0,243,0,199,199,0,0
596940,Hide and Seek,Llama Software,Llama Software,,138,215,0,"100,000 .. 200,000",21,0,32,0,0,0,0,1
331440,bit Dungeon II,Kinto Games LLC,Kinto Games LLC,,1710,362,0,"100,000 .. 200,000",133,0,198,0,399,399,0,3
585410,GameMaker Studio 2 Desktop,YoYo Games Ltd.,YoYo Games Ltd.,,1402,243,0,"100,000 .. 200,000",7428,0,7428,0,9999,9999,0,299
461870,Police Simulator: Patrol Duty,Bigmoon Entertainment,Numantian Games,,1761,1625,0,"100,000 .. 200,000",487,0,528,0,1799,1799,0,45
46460,Scratches - Director's Cut,Nucleosys,Nucleosys,,294,68,0,"100,000 .. 200,000",5,0,5,0,0,0,0,2
380750,Anima Gate of Memories,Anima Project,BadLand Publishing,,426,208,0,"100,000 .. 200,000",3344,0,3344,0,1999,1999,0,2
558420,Stories Untold,No Code,Devolver Digital,,3356,492,0,"100,000 .. 200,000",234,0,204,0,999,999,0,10
274230,RONIN,Tomasz Wacławek,Devolver Digital,,1474,636,0,"100,000 .. 200,000",397,370,528,370,1299,1299,0,5
354430,STAR WARS - X-Wing Special Edition,Lucasfim,"LucasArts, Lucasfim, Disney",,224,73,0,"100,000 .. 200,000",0,0,0,0,999,999,0,6
571310,SteamWorld Dig 2,Image & Form Games,Image & Form Games,,2514,98,0,"100,000 .. 200,000",370,0,381,0,1999,1999,0,70
910490,Killsquad,Novarama,Novarama,,1568,737,0,"100,000 .. 200,000",327,0,412,0,1999,1999,0,39
47920,Shift 2 Unleashed,Slightly Mad Studios,Electronic Arts,,1563,761,0,"100,000 .. 200,000",412,0,611,0,0,0,0,18
1295510,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,Square Enix,Square Enix,,3205,181,0,"100,000 .. 200,000",2051,0,3289,0,3999,3999,0,1226
508900,Zup! X,Quiet River,Quiet River,,5351,173,0,"100,000 .. 200,000",215,0,173,0,99,99,0,10
1012560,Snakeybus,"Stovetop, LLC","Stovetop, LLC",,1451,119,0,"100,000 .. 200,000",30,0,40,0,999,999,0,11
703700,Our End of the World,"橘子班, 大好网",NVLMaker,,2909,747,0,"100,000 .. 200,000",396,0,622,0,999,999,0,24
906100,Observation,No Code,Devolver Digital,,2427,598,0,"100,000 .. 200,000",390,0,390,0,2499,2499,0,14
302710,BlazeRush,Targem Games,Targem Games,,1142,155,0,"100,000 .. 200,000",104,0,137,0,999,999,0,7
396280,Anarchy Online,Funcom,Funcom,,136,27,0,"100,000 .. 200,000",1,0,1,0,0,0,0,2
323720,Decay: The Mare,Shining Gate Software,Daedalic Entertainment,,1170,377,0,"100,000 .. 200,000",134,0,197,0,49,499,90,37
499660,Medieval Kingdom Wars,Reverie World Studios,LFiO Studio,,1844,518,0,"100,000 .. 200,000",88,0,106,0,1999,1999,0,7
15390,Brothers in Arms: Hell's Highway,Gearbox Software,Ubisoft,,1281,144,0,"100,000 .. 200,000",135,0,262,0,999,999,0,18
554530,CRACKHEAD,,Displacement Studios,,635,422,0,"100,000 .. 200,000",206,0,213,0,99,99,0,0
1462210,Battle Bugs,"Epyx, Inc.",Pixel Games UK,,5,0,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
431940,Wildfire,Sneaky Bastards,Humble Games,,382,87,0,"100,000 .. 200,000",166,0,166,0,1499,1499,0,11
817540,SpellForce 3: Soul Harvest,Grimlore Games,THQ Nordic,,1463,243,0,"100,000 .. 200,000",720,0,718,0,2499,2499,0,69
220980,CRYENGINE,Crytek,Crytek,,167,63,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
855320,18 Floors,Aoga Games,Aoga Games,,17,15,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
228960,Skulls of the Shogun,17-BIT,17-BIT,,596,68,0,"100,000 .. 200,000",241,0,373,0,999,999,0,5
463210,State of Anarchy,Lapovich,New Reality Games,,899,152,0,"100,000 .. 200,000",255,0,254,0,99,99,0,1
1364390,Animaze by FaceRig,Holotech Studios Inc.,Holotech Studios Inc.,,546,478,0,"100,000 .. 200,000",0,0,0,0,0,0,0,395
1248990,"Mýrdalssandur, Iceland",Matt Newell,caves rd interactive,,1245,120,0,"100,000 .. 200,000",24,0,27,0,0,0,0,4
635320,Last Day of June,Ovosonico,505 Games,,2903,434,0,"100,000 .. 200,000",108,0,149,0,1999,1999,0,10
253510,WARMACHINE: Tactics,WhiteMoon Dreams,Privateer Press Interactive,,486,616,0,"100,000 .. 200,000",167,0,200,0,1999,1999,0,4
860910,Hentai 3018,Easy game,Game for people,,566,171,0,"100,000 .. 200,000",96,0,147,0,99,99,0,6
1499560,LastCloudia,AIDIS,Boltrend Games,,135,46,0,"100,000 .. 200,000",0,0,0,0,0,0,0,3281
1263370,Seek Girl:Fog Ⅰ,DSGame,DSGame,,2564,514,0,"100,000 .. 200,000",168,0,236,0,399,399,0,97
651660,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),"Massive Damage, Inc.","Massive Damage, Inc.",,556,142,0,"100,000 .. 200,000",93,0,119,0,299,1499,80,23
335620,Star Traders: Frontiers,Trese Brothers,Trese Brothers,,2385,366,0,"100,000 .. 200,000",39,0,40,0,1499,1499,0,119
577230,Three Kingdoms The Last Warlord,LongYou Game Studio,LongYou Tech Ltd,,2040,804,0,"100,000 .. 200,000",420,1,512,1,1999,1999,0,303
1184530,Aurora - Hidden Colors,Aurora - Mídia &amp; Games,Aurora - Mídia &amp; Games,,10,0,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
641080,Trials Rising,RedLynx,Ubisoft,,1303,725,0,"100,000 .. 200,000",568,0,928,0,1999,1999,0,35
463350,Storm Of Spears RPG,Warfare Studios,Senpai Studios,,388,141,0,"100,000 .. 200,000",181,0,208,0,199,199,0,1
453270,Madness Cubed,"epic dreams, diman production, nobodyshot",diman production,,563,195,0,"100,000 .. 200,000",221,0,230,0,199,199,0,4
619780,The Swords of Ditto: Mormo's Curse,onebitbeyond,Devolver Digital,,1223,763,0,"100,000 .. 200,000",122,0,187,0,1499,1499,0,19
911430,Good Company,Chasing Carrots,The Irregular Corporation,,757,263,0,"100,000 .. 200,000",249,0,249,0,2499,2499,0,33
485870,Super Duper Party Pooper,K Bros Games,K Bros Games,,337,93,0,"100,000 .. 200,000",335,0,393,0,99,99,0,2
6200,Ghost Master,Sick Puppies,Strategy First,,1306,171,0,"100,000 .. 200,000",659,0,1203,0,499,499,0,7
15210,Silent Hunter III,Ubisoft,Ubisoft,,1420,216,0,"100,000 .. 200,000",592,0,734,0,999,999,0,90
1178050,狐の旅路,狐の旅路制作组,DZ,,1403,72,0,"100,000 .. 200,000",0,0,0,0,0,0,0,4
46550,Post Mortem,MC2,Microids,,148,127,0,"100,000 .. 200,000",212,0,212,0,149,1499,90,3
98100,Trauma,Krystian Majewski,Krystian Majewski,,425,203,0,"100,000 .. 200,000",21,0,33,0,299,299,0,1
790650,MARVEL END TIME ARENA,Smilegate Entertainment,Smilegate Entertainment,98,368,160,69,"100,000 .. 200,000",0,0,0,0,0,0,0,0
798460,Ni no Kuni Wrath of the White Witch Remastered,"LEVEL-5, QLOC",BANDAI NAMCO Entertainment,,1803,266,0,"100,000 .. 200,000",660,707,651,1131,4999,4999,0,121
244430,realMyst: Masterpiece Edition,Cyan Worlds Inc,Cyan Worlds Inc,,963,134,0,"100,000 .. 200,000",30,0,30,0,1799,1799,0,15
1144170,Warhammer: Chaos And Conquest,Hunted Cow Studios,Tilting Point,,467,382,0,"100,000 .. 200,000",0,0,0,0,0,0,0,321
