appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
686030,Digital Domain’s Monkey King,Digital Domain,Digital Domain,,14,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
789210,NCradle: An 80s Synth Adventure,Portcullis Games,Portcullis Games,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
733030,Famousity Card Game,Hotovo,Hotovo,,5,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
789720,Aurora,Nicholas Turner,Nicholas Turner,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
789770,Starena,Darksun Studio,Gamera Game,,55,6,0,"0 .. 20,000",224,0,224,0,1499,1499,0,0
661070,Perigee,Boejunda LLC,Boejunda LLC,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
747280,Asteroid Girl,BTNcafe,BTNcafe,,0,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
786400,Element Industry,Miaoyue Studio,Miaoyue Studio,,7,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
791430,THE ARCHER: Dead Hunt,evlavv_studio,evlavv_studio,,9,14,0,"0 .. 20,000",0,0,0,0,99,99,0,0
785070,Dig and Shoot,COKE,COKE,,5,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
626730,The Incredible VR Game Show,Tantawowa,Tantawowa,,4,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
680330,Elium - Prison Escape,Lone Artisan Games,Lone Artisan Games,,28,13,0,"0 .. 20,000",88,0,88,0,1199,1199,0,0
792900,OutBreak Zombie,MellowStudios,MellowStudios,,1,6,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
790060,The Void Rains Upon Her Heart,Veyeral Games,The Hidden Levels,,269,0,0,"0 .. 20,000",0,0,0,0,1299,1299,0,3
792470,WWⅡ英雄列伝 泥の中の虎　オットー・カリウス,Flying Panjandrum / ふらいんぐパンジャンドラム,Flying Panjandrum / ふらいんぐパンジャンドラム,,0,1,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
697160,Pixel To The West,yayapipi,Yayapipi Studio,,4,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
762680,Double Turn,Inwave Labs,Inwave Labs,,6,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
781280,Time Gate: Knight's Chase,Infogrames,Mirror Soft,,7,2,0,"0 .. 20,000",0,0,0,0,279,699,60,0
734450,Grimante,aftermonk,aftermonk,,9,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
778240,STAR SOD,Mass Games,Mass Games,,1,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
542100,Train Crisis,UPLAY Online,UPLAY Online,,6,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
703120,Keeplanet,BigGame Studio,BigGame Publishing,,15,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0
748670,Skydiving Simulator VR,Builder7,Big Fish Games,,0,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0
658140,Sakura Sakura,Hiqosoft,Sol Press,,34,4,0,"0 .. 20,000",0,0,0,0,3499,3499,0,0
793410,橙天の銀翼　～スカイランドの魔女と巫女～,Flying Panjandrum / ふらいんぐパンジャンドラム,Flying Panjandrum / ふらいんぐパンジャンドラム,,3,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
776920,3DCoat Modding Tool,Pilgway,Pilgway,,24,4,0,"0 .. 20,000",0,0,0,0,2999,2999,0,2
794570,XBall Champion,Sky Coder,Sky Coder,,13,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0
778830,Knights of Hearts,OnBlind,OnBlind,,9,20,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
