appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
520540,Tribloos 3,BumpkinBrothers,BumpkinBrothers,,14,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
590660,Shop Tycoon The Boss,JNA Game,JNA Game,,4,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0
686630,Bricks In The Box,Nanite Storm,Nanite Storm,,2,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
875530,Dead In Time,Zelenov Artem,Zelenov Artem,,7,3,0,"0 .. 20,000",0,0,0,0,799,799,0,0
850840,Camp Grizzly VR,Blacksmith Studios,David and Goliath International Corporation,,3,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
851290,Fesnia,Anima,Team Syukino,,7,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
864760,Limouzik,Limouzik SAS,Plug In Digital,,5,4,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
879450,The Chambers,Igor Krutov's games,Igor Krutov's games,,4,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
880340,Trooper 2 - Alien Justice,Marco Noordergraaf,2ForallGames,,3,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
886670,Proficient Paddles,Inflamed Games,Inflamed Games,,5,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
788870,In The Long Run The Game,Zerstoren Games,Zerstoren Games,,6,13,0,"0 .. 20,000",0,0,0,0,999,999,0,0
819040,Ashi: Lake of Light,Nick Cellini,SA Industry,,30,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
854710,CyberLink PowerDVD 18 Standard,CyberLink,Koch Media,,0,5,0,"0 .. 20,000",0,0,0,0,3499,3499,0,0
875240,Tree Bonsai,PanGuoJun,PanGuoJun,,108,28,0,"0 .. 20,000",0,0,0,0,119,199,40,0
876170,DDS (D.I.Y Drone Simulator),Juicy Lab,Juicy Lab,,0,3,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
878710,Draft Day Sports: College Football 2018,Wolverine Studios,Wolverine Studios,,4,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
882200,Reveal,Useless Machines,Useless Machines,,12,14,0,"0 .. 20,000",0,0,0,0,399,399,0,0
884410,Unnatural,Hosted Games,Hosted Games,,10,7,0,"0 .. 20,000",0,0,0,0,299,299,0,0
819220,Yuso,Vertical Reach,Vertical Reach,,5,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
863640,Quiz Time,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
865170,Heavenly Duels,Vast Reality,Vast Reality,,4,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
871330,Achaem,Eat All The Games,Eat All The Games,,8,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
879660,10k,Dynamoid,Dynamoid,,2,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
