appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
650820,Psychic Isolation,"thiefbug, Nocthulus",thiefbug,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
679480,生死线 Dead Line,"Shanghai Niuka Network Technology Co.,Ltd.","Shanghai Niuka Network Technology Co.,Ltd.",,3,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
695440,Dark Dimensions: Wax Beauty Collector's Edition,Daily Magic Productions,Big Fish Games,,3,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
663120,The Rosebud Condominium,Blue Salt Games,Plug In Digital,,10,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
690670,Klondike Solitaire Kings,Boogygames Studios,Boogygames Studios,,2,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
689000,Vulture,Cubic Timeline Productions Inc.,Cubic Timeline Productions Inc.,,14,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
686510,Fatty Rabbit Hole,Martin Crownover,"Massive Catapult Creative, Inc.",,7,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
668220,Breadwinner VR,Ben Burgh,Ben Burgh,,2,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
674630,Town,牛学者,牛学者,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
688780,Taras Bulba and platforms of Hoolion,TarasB,TarasB,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
464740,Monsters and Medicine,Clockwork Acorn,Clockwork Acorn,,6,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
618630,Astral Traveler,"Dragon Slumber, Brainoid",Dragon Slumber,,10,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
691850,The Mines of Morseph,Nuts and Volts Electronics,Nuts and Volts Electronics,,0,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
668890,Hiking Simulator 2017,Shoho Games,Shoho Games,,30,31,0,"0 .. 20,000",0,0,0,0,99,99,0,0
693500,Castle Demolition VR,Tall James Games,Tall James Games,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
688110,BlockGame,Tyler Pomplon,Tyler Pomplon,,9,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
686360,Dungeons & Treasure VR,SDC Ventures,SDC Ventures,,43,13,0,"0 .. 20,000",23,0,23,0,1999,1999,0,0
672480,Mini Hockey VR,Carson Lougheed,Carson Lougheed,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
689210,The Museum of ThroughView,Erwin Wolf,"MarWin Studios, ThroughView",,1,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
681000,OM6N,CJWorks,CJWorks,,6,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
645860,Spartan VR,Immergity,Immergity,,7,7,0,"0 .. 20,000",17,0,17,0,499,499,0,0
666790,Knossos,Knossos Software,Knossos Software,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
689470,Chromasia - Rock Paper Tactics,Nexus Games LLC,Nexus Games LLC,,18,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
665350,Mayhem Above,Spinal Games,Spinal Games,,8,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
693180,Slice of Life,FurGoldGames,FurGoldGames,,16,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
674320,Brimstone,Asunder Studios,Asunder Studios,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
696500,Soldiers Of Freedom,Bubel Studio,Bubel Studio,,2,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
676320,Letter-Setter,Beaver Drummer,Beaver Drummer,,2,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
685730,VR Darts Zone,RealityBusters.co,MoreFromIT Sp. z o.o.,,0,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
655980,Wonfourn,EnsenaSoft,EnsenaSoft,,2,11,0,"0 .. 20,000",0,0,0,0,599,599,0,0
684340,"""Project Whateley""",The Domaginarium,The Domaginarium,,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
674330,Defend the Cake,"Defend the Cake, LLC","Defend the Cake, LLC",,31,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
681360,Song Samurai,"Jake Overall, Mark Ohnsman, Josh Olds, Matthew Overall, Jaime Madsen, Gunnar Anderson, Aaron Kim",CodeWorks,,1,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
661250,Jarheads,,,,0,0,0,"0 .. 20,000",0,0,0,0,,,,0
681690,Order：VR,FTD Studio,FTD Studio,,1,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
695450,Kingdom of the Dragon,Hook Echo Software,Hook Echo Software,,27,9,0,"0 .. 20,000",0,0,0,0,599,599,0,0
695940,Love Chronicles: The Sword and the Rose,Vendel Games,Big Fish Games,,3,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
575420,Chocolate,Gentle Manhands,Viacom NEXT,,23,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
690690,NEUTRANS,Synamon Inc.,Synamon Inc.,,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
654700,Unearthing Process,"Alexandru Coserea, Andreea Zamfir, Vector 7",Vector 7,,3,7,0,"0 .. 20,000",0,0,0,0,199,199,0,0
693330,Fake World VR,@peoplepersonpro,@peoplepersonpro,,7,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
649120,Magician's Gambit,Coding Caveman,Coding Caveman,,10,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
690440,Korvae in space,David J Ozsvath,David J Ozsvath,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
645500,Cat Sorter VR,Pawmigo Games,Pawmigo Games,,23,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0
695830,Captain Backwater,Intermediaware,Intermediaware,,20,3,0,"0 .. 20,000",3,0,3,0,99,99,0,0
694960,Zenethics Lab : Outbreak,Gilles Schaeck,Gilles Schaeck,,5,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
690410,Twisted: Enhanced Edition,Szekretar,Szekretar,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
681550,Maze Run VR,Vice Age,Vice Age,,12,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
677710,Little Einar,MADBones Games,MADBones Games,,7,3,0,"0 .. 20,000",0,0,0,0,899,899,0,0
688750,MineDrill Redux,Fazzle,Fazzle,,0,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
672320,The Last Sorcerer,"Adam Radziszewski, Krzysztof Waszak","rcadeVR, LLC.",,2,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
675510,Kingdom City Drowning Episode 1 - The Champion,phoenixmirror,phoenixmirror,,8,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
684510,Orn the tiny forest sprite,FIVE12 GAMES LTD,FIVE12 GAMES LTD,,2,7,0,"0 .. 20,000",0,0,0,0,899,899,0,0
691570,Wingless,Kentoo Sp. z o.o.,Kentoo Sp. z o.o.,,3,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
629340,Possession,Weirdfellows,Weirdfellows,,13,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
658790,Samurai Riot,Wako Factory,Wako Factory,,53,14,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
694610,Lumak's Wraptiles,Lumak Software,Lumak Software,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
685920,Angry Gnome,Gorbachev V.A.,Gorbachev V.A.,,5,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
693430,The Simple Apocalypse,Dreel,Dreel,,3,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
638780,Reflector: Bug Hunt,Super Dead LLC,Super Dead LLC,,4,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
645750,Rule with an Iron Fish - A Pirate Fishing Adventure,Kestrel Games,Kestrel Games,,29,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
654740,STICK ENGINE,ZOLTARR,ZOLTARR,,7,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
611080,Gappo's Legacy VR,Odysseus,Odysseus,,2,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
684170,Hexlide,Tooth Decay Entertainment,Tooth Decay Entertainment,,5,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
668850,The Istrys,Hohng LLC,Hohng LLC,,6,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
695950,European Mystery: The Face of Envy Collector's Edition,Blam! Games,Big Fish Games,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
625410,Anomie,Cascade of Leaves,Cascade of Leaves,,10,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
