appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1018160,MXGP 2019 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,,713,83,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,15
27810,Gridrunner Revolution,Llamasoft LTD,Llamasoft LTD,,48,11,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
31860,Nancy Drew: Legend of the Crystal Skull,HeR Interactive,HeR Interactive,,88,11,0,"20,000 .. 50,000",0,0,0,0,699,699,0,7
31910,Nancy Drew: The Haunting of Castle Malloy,HeR Interactive,HeR Interactive,,77,17,0,"20,000 .. 50,000",0,0,0,0,699,699,0,8
32650,Delta Force: Task Force Dagger,NovaLogic,"NovaLogic, THQ Nordic",,84,21,0,"20,000 .. 50,000",18,0,18,0,999,999,0,1
35310,Clutch,Targem Games,Game Factory Interactive,,121,57,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1356080,Hot-air VR Balloon trip over Russian Primorye,VIRTUAL REALITY LABORATORY DV,VIRTUAL REALITY LABORATORY DV,,10,7,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
42950,Elven Legacy: Ranger,1C:InoCo,1C Entertainment,,15,2,0,"20,000 .. 50,000",1,0,1,0,199,199,0,0
61730,Critter Crunch,Capybara Games,Capybara Games,,288,17,0,"20,000 .. 50,000",16,0,16,0,699,699,0,1
104100,Inside a Star-filled Sky,Jason Rohrer,Jason Rohrer,,56,29,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
202670,Nancy Drew: Alibi in Ashes,HeR Interactive,HeR Interactive,,130,15,0,"20,000 .. 50,000",0,0,0,0,699,699,0,3
209610,Roller Coaster Rampage,Pantera Entertainment,Pantera Entertainment,,62,52,0,"20,000 .. 50,000",22,0,22,0,999,999,0,0
211800,Dead Hungry Diner,Black Market Games,Black Market Games,,97,30,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
216090,Go Home Dinosaurs!,Fire Hose Games,Fire hose Games,,364,24,0,"20,000 .. 50,000",76,0,76,0,999,999,0,0
982270,Dealer's Life,Abyte Entertainment,Abyte Entertainment,,800,59,0,"20,000 .. 50,000",50,0,50,0,999,999,0,11
717560,Lucifer Within Us,Kitfox Games,Kitfox Games,,203,61,0,"20,000 .. 50,000",305,0,305,0,1399,1999,30,1
943980,The logic of the miniature garden,Cabbit,SakuraGame,,287,38,0,"20,000 .. 50,000",264,0,317,0,999,999,0,3
249610,Galactic Arms Race,Evolutionary Games,Evolutionary Games,,40,39,0,"20,000 .. 50,000",99,0,99,0,299,299,0,0
250660,Bunny Must Die! Chelsea and the 7 Devils,Platine Dispositif,"Rockin' Android, Rockin Android",,229,109,0,"20,000 .. 50,000",23,0,23,0,0,0,0,0
255960,Bad Mojo Redux,Pulse Entertainment,Nightdive Studios,,103,18,0,"20,000 .. 50,000",202,0,202,0,599,599,0,0
257220,Secret Files: Sam Peters,Animation Arts,Ravenscourt,,109,48,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
257630,Blast Em!,Xiotex Studios Ltd,Xiotex Studios Ltd,,137,162,0,"20,000 .. 50,000",15,0,15,0,0,0,0,0
1352660,PUFIWEHO,Deranged Octopus Athletics,Deranged Octopus Athletics,,7,0,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
260550,Haunted,dtp Entertainment,Viva Media,,70,23,0,"20,000 .. 50,000",260,0,280,0,1499,1499,0,1
261960,Cube & Star: An Arbitrary Love,Doppler Interactive,Doppler Interactive,,80,51,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
266290,Helicopter Simulator 2014: Search and Rescue,VipaGames,Ultimate Games S.A.,,108,232,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
277510,Shiny The Firefly,Stage Clear Studios,Headup Games,,61,45,0,"20,000 .. 50,000",171,0,289,0,199,999,80,0
611260,Mad Machines,Hero Blocks ApS,Hero Blocks ApS,,158,51,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
282050,MX vs. ATV Supercross Encore,"Rainbow Studios, THQ Nordic",THQ Nordic,,385,288,0,"20,000 .. 50,000",223,0,223,0,2999,2999,0,10
1293180,SuchArt: Genius Artist Simulator,Voolgi,HypeTrain Digital,,801,20,0,"20,000 .. 50,000",118,0,118,0,1999,1999,0,77
286240,Dog Sled Saga,Trichotomy,Trichotomy,,495,43,0,"20,000 .. 50,000",713,0,713,0,799,799,0,4
286440,Rover Rescue,Pointscape,KISS ltd,,39,77,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1344950,Lone King,slizer88,slizer88,,7,0,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
292480,Magical Battle Festa,Fly System,PLAYISM,,229,130,0,"20,000 .. 50,000",112,0,114,0,999,999,0,1
299160,Empress Of The Deep 2: Song Of The Blue Whale,Gogii Games,Strategy First,,68,16,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
