appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
655630,Paddle Battle,Birdshark! Games,Birdshark! Games,,10,8,0,"0 .. 20,000",0,0,0,0,199,199,0,0
643610,Mortal Blitz,Skonec Entertainment,Skonec Entertainment,,46,20,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
656040,The Wolf's Bite,"ericmbernier, bitmOO, davecoughlin76",ericmbernier,,43,7,0,"0 .. 20,000",0,0,0,0,399,399,0,0
678240,Destroyer: Invasion,MFAFB Games LLC,MFAFB Games LLC,,12,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0
661220,Cutthroat Gunboat,Minor Faction,Minor Faction,,15,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
615080,Runaway Train,Hammer Games,Hammer Games,,11,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
671200,GAIA 2200,QEGAME,QEGAME,,23,12,0,"0 .. 20,000",0,0,0,0,399,399,0,0
595080,Silver Grapple,"Jamie Rollo, Tom Campbell",Jamie Rollo,,23,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
665240,Fateholders of Tetsoidea,Brewsterland Studios,Brewsterland Studios,,8,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
672020,Hold My Beer,Lord of the Stack,Lord of the Stack,,39,5,0,"0 .. 20,000",0,0,0,0,199,199,0,0
642570,Flame of Mirrors,Alexandr Borovikov,Alexandr Borovikov,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
668660,CUR3D Steam Edition,RUHRSOURCE GmbH,RUHRSOURCE GmbH,,33,5,0,"0 .. 20,000",0,0,0,0,4999,4999,0,0
663020,Cutlass,Demigon,Demigon,,1,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
428610,Longsword - Tabletop Tactics,Zero Sum Games,Size Five Games,,76,55,0,"0 .. 20,000",0,0,0,0,0,0,0,0
657700,The Automatician,DreamPunks,"DreamPunks, WolffWare",,13,8,0,"0 .. 20,000",0,0,0,0,799,799,0,0
623380,Cybermotion,Lukayson,Lukayson,,49,12,0,"0 .. 20,000",55,0,55,0,799,799,0,0
656900,RHEM I SE: The Mysterious Land,Knut Müller,Runesoft GmbH,,29,6,0,"0 .. 20,000",0,0,0,0,999,999,0,1
682920,Downloaded: Fragments of a Forgotten Soul,ThoseBros Entertainment,ThoseBros Entertainment,,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
667880,Dog Theatre,Kyon Games,Kyon Games,,6,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
672010,CANARI,PixelBot Games,PixelBot Games,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
680140,Tetsoidea Eternal,Brewsterland Studios,Brewsterland Studios,,0,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
670850,Sokoban Land DX,lightUP,lightUP,,14,3,0,"0 .. 20,000",0,0,0,0,99,499,80,0
673980,Spears 'n' Spades,"LeatherIceCream, LazyTomato, Madvertiz0r",Proc Spine,,32,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
678500,The Climber,Felipe Nicolazzi,Nib Games,,1,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0
682170,Witchkin,Coven Games,Coven Games,,51,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
681350,Battlefield Alliance（战地联盟）,LIUTING,LIUTING,,7,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0
663590,Foxfolk,Cool Hand Games,Cool Hand Games,,25,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
681920,Slingshot Cowboy VR,BVG Software Group,BVG Software Group,,0,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
682590,Dungeon Marathon,Retro Army Limited,paulstephendavis,,29,7,0,"0 .. 20,000",0,0,0,0,299,299,0,0
671330,Lit the Torch,Corn Entertainment,IceSimba,,18,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
670080,SuperLuminauts,LampFire,LampFire,,4,6,0,"0 .. 20,000",1,0,1,0,499,499,0,0
663480,Fungoids - Steam version,JimJams Games,JimJams Games,,3,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
659120,Survive,Interactive Gaming Studios,Interactive Gaming Studios,,21,37,0,"0 .. 20,000",0,0,0,0,0,0,0,0
665680,Fighter Creator,CSGAMES,CSGAMES,,3,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
617350,Samurai Forge,deeparrowstudio,deeparrowstudio,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
657400,Mimic Hunter,"Angry Cat Studios, Creatio 49",Angry Cat Studios,,1,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
682730,Hearing,skrimm8,skrimm8,,14,18,0,"0 .. 20,000",0,0,0,0,99,99,0,0
678820,Gun-Running War Dogs,Rotatipyra,New Reality Games,,38,13,0,"0 .. 20,000",5,0,7,0,99,99,0,0
691860,Watch Out,Noctecraft Entertainment,Noctecraft Entertainment,,3,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
