appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1366550,Explore Girl · Rope Sprite,MCG,MCG,,9,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1360500,Warrecs 2,Kronecker Delta,Kronecker Delta,,4,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1343450,Whiskers & Tail,Dr. Cyril Splutterworth,Dr. Cyril Splutterworth,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1367230,Neon Cyborg Cat Club,"Edwin Montgomery, Myshkin Entertainment",Myshkin Entertainment,,18,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1367130,FoxVoltex,AECRNIA,AnelaGamesStudio,,7,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1369560,Obsolete,Farfelu,Farfelu,,28,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1355070,Aenaon,"Kostas Batsakoutsas, Vasilis Vogkas",Dimitris Christodoulou,,1,0,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
1359120,The Dungeon Beneath,Puzzle Box Games,Puzzle Box Games,,157,27,0,"0 .. 20,000",0,0,0,0,1499,1499,0,60
1373120,Air Wars,Luci Entertainment,Luci Entertainment,,11,24,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1372560,Olympic Basketball,Pix Arts,Pix Arts,,2,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1289060,No One But You,Unwonted Studios,Unwonted Studios,,3,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
615690,Inferno,Aldorlea Games,Aldorlea Games,,1,1,0,"0 .. 20,000",0,0,0,0,237,699,66,1
1155950,Treasure Tomb VR,LA12 Studios,LA12 Studios,,2,4,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1358570,Fort Golf,Chromatic Junkyard Studios,Chromatic Junkyard Studios,,5,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1371220,Death: The Ascension,Dystopian Ruler,Dystopian Ruler,,6,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1371120,The Maze Escaper,Pritesh Singh,Pritesh SIngh,,1,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1352470,Carrot Heart,Moon Pub Games,Moon Pub Games,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1358610,Make the Burger,Creative Hand,Creative Hand,,34,11,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1372010,Cube Shifter,Ben Phillips,Ben Phillips,,4,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1371000,AnotherOne,Kamit Games,Kamit Games,,1,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
914440,Dear Home,Growing Seed Games,Growing Seed Games,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1371300,Cuba2077,Reparteros.inc,Reparteros.inc,,8,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1376060,Masked Vale,Damnskulls,Damnskulls,,6,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1376690,蜀山幻剑录 Sword of Shushan,星罗云布工作室,星罗云布工作室,,54,39,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1372580,Planet Zeta,"Repa Games, ImperiumGame",ImperiumGame,,1,4,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1329470,Christmas Patchwork Frozen,Creobit,8floor,,9,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1371110,labyrinth 2,SAARSE,SAARSE,,4,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1371510,This Game Might Improve Your Memory,Harrison Mansolf,Harrison Mansolf,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1380120,Fate of the Storm Gods,Choice of Games,Choice of Games,,7,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1372270,Boxfight,Inncop,Inncop,,3,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1382710,OUBEY VR – Cosmic Voyage,Kubikfoto GmbH,Kubikfoto GmbH,,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1366710,Memory Battle,Pankabre,Pankabre,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1371330,Vessels,Local Space Survey Corps,"Local Space Survey Corps, LLC",,39,0,0,"0 .. 20,000",0,0,0,0,599,599,0,3
1381780,Stealthy ninja,Luci Entertainment,Luci Entertainment,,7,7,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1342740,Moose Life,Llamasoft Ltd.,Llamasoft Ltd.,,67,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1304680,Voidigo,semiwork,semiwork,,225,3,0,"0 .. 20,000",94,0,94,0,1799,1799,0,6
1344830,Open The Chest 2,True2D,True2D,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1378700,CRYPTEX,Karayel,Karayel,,12,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1383990,Our Way,Eternity Studios,Eternity,,4,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
983450,Astral Towers,Apus Software,Apus Software,,30,3,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1252390,CyberHive,Blazing Planet Studio,Blazing Planet Studio,,24,8,0,"0 .. 20,000",0,0,0,0,749,999,25,0
