appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
459830,Final Days,+7 Software,+7 Software,,59,8,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
509930,NightmareZ,Anamik Majumdar,Anamik Majumdar,,17,25,0,"20,000 .. 50,000",213,0,232,0,399,399,0,0
512770,IACTURA,Merlin Beer,Merlin Beer,,19,10,0,"20,000 .. 50,000",223,0,232,0,99,99,0,0
6210,Vegas: Make It Big,Deepred,Strategy First,,104,35,0,"20,000 .. 50,000",141,0,263,0,499,499,0,1
1009040,Last Days Motel,陌上科技,陌上科技,,45,60,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1448520,Magicians' Legacy: Prologue,Greenolor Studio,Greenolor Studio,,20,3,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1103780,Top Speed 2: Racing Legends,T-Bull,T-Bull,,72,47,0,"20,000 .. 50,000",0,0,0,0,0,0,0,2
31930,Nancy Drew: The White Wolf of Icicle Creek,HeR Interactive,HeR Interactive,,79,32,0,"20,000 .. 50,000",0,0,0,0,699,699,0,2
1333410,Stream Racer,LUVI GAMES,LUVI GAMES,,159,32,0,"20,000 .. 50,000",0,0,0,0,0,0,0,9
1130410,Cyber Hook,Blazing Stick,Graffiti Games,,838,38,0,"20,000 .. 50,000",70,0,86,0,1499,1499,0,10
888040,Metal Fatigue,Zono,Nightdive Studios,,253,19,0,"20,000 .. 50,000",0,0,0,0,599,599,0,7
1337170,Lords of the Shattered Kingdom,Neuralsoft,Neuralsoft,,2,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
94000,Dinner Date,Stout Games,Stout Games,,450,372,0,"20,000 .. 50,000",15,0,15,0,399,399,0,1
780820,XOXO Blood Droplets,GB Patch Games,GB Patch Games,,177,18,0,"20,000 .. 50,000",0,0,0,0,0,0,0,2
212410,Inversion,Saber Interactive,BANDAI NAMCO Entertainment,,337,218,0,"20,000 .. 50,000",472,0,472,0,999,999,0,0
1139940,ATOM RPG Trudograd,AtomTeam,AtomTeam,,854,84,0,"20,000 .. 50,000",0,0,0,0,1099,1099,0,52
237760,Intake,Cipher Prime Studios,Cipher Prime Studios,,362,27,0,"20,000 .. 50,000",75,0,75,0,999,999,0,0
238530,Super Puzzle Platformer Deluxe,Andrew Morrish,Adult Swim Games,,417,38,0,"20,000 .. 50,000",224,0,277,0,799,799,0,4
1203890,Mirage Online Classic,"Retrelon Games, LLC","Retrelon Games, LLC",,35,10,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1477570,Gunspell 2 – Match 3 Puzzle RPG,Ino-Co Plus,AKPublish,,29,29,0,"20,000 .. 50,000",0,0,0,0,0,0,0,5
263420,Probably Archery,South East Games,South East Games,,173,207,0,"20,000 .. 50,000",39,0,52,0,499,499,0,0
265950,Ether One,White Paper Games,White Paper Games,,298,102,0,"20,000 .. 50,000",112,0,154,0,1999,1999,0,1
269810,Spate,Eric Provan - Ayyo Games,Ayyo Games,,259,105,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
852500,WorldQuest,"William Xu, Alex Raita","William Xu, Alex Raita",,58,27,0,"20,000 .. 50,000",28,0,29,0,0,0,0,0
270950,Ski Region Simulator - Gold Edition,Giants Software,Giants Software,,336,78,0,"20,000 .. 50,000",0,0,0,0,899,899,0,0
689090,Microtransaction Simulator,chlsea,chlsea,,691,105,0,"20,000 .. 50,000",14,0,14,0,0,0,0,0
