appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
372380,Warriors & Castles,Estudio Raed Wulf,Estudio Raed Wulf,,48,19,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
347820,Street Arena,Blossom Games,Glob Games Studio,,36,37,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
385220,Pulut Adventure,yayapipi,Yayapipi Studio,,57,35,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
368160,WORLD END ECONOMiCA episode.02,Spicy Tails,Sekai Project,,201,11,0,"20,000 .. 50,000",417,0,621,0,1299,1299,0,0
386600,Pixel Fodder,Wacha,wacha.ru,,114,28,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
387850,Airport Madness 4,Big Fat Simulations Inc.,Big Fat Simulations Inc.,,91,32,0,"20,000 .. 50,000",75,0,82,0,999,999,0,2
385980,Scott in Space,Ragiva Games e.K.,Chris Hopkin,,22,29,0,"20,000 .. 50,000",181,0,181,0,0,0,0,0
1096210,Mekabolt,Somepx,"Ratalaika Games S.L., GrabTheGames",,107,15,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
388160,Project Druid - 2D Labyrinth Explorer-,Cemil Tasdemir,Back To Basics Gaming,,29,96,0,"20,000 .. 50,000",1,0,1,0,99,99,0,0
280010,Gunjitsu,Decent Machine,Beatnik Games,,704,168,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
1198400,Rhythm Fighter,echo games,Coconut Island Games,,353,76,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
278420,Spider: Rite of the Shrouded Moon,Tiger Style,Tiger Style,,86,14,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
381050,The Ritual on Weylyn Island,zemaGamez,zemaGamez,,46,22,0,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
390610,Circa Infinity,Kenny Sun,Kenny Sun,,237,17,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
366040,Iggy's Egg Adventure,Ginger Labs LLC,Ginger Labs LLC,,186,26,0,"20,000 .. 50,000",131,0,131,0,0,0,0,0
365120,Curse of the Crescent Isle DX,Adam Mowery,Adam Mowery,,65,24,0,"20,000 .. 50,000",1,0,1,0,99,99,0,0
388440,Big Journey to Home,The Light Sword Team,The Light Sword Team,,18,22,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
386870,Playing History 2 - Slave Trade,Serious Games Interactive,Serious Games Interactive,,74,60,0,"20,000 .. 50,000",4,0,4,0,199,199,0,0
988100,Super Phantom Cat,Veewo Games,WhiteLakeStudio,,168,30,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1116290,Alien Escape,NoFuel Games,Korion Games,,26,3,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
373600,Weapon of Choice,Mommy's Best Games,Mommy's Best Games,,51,9,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
344820,Forsaken Fortress Strategy,Photon Arena,KISS ltd,,66,128,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1410870,Trikaya,SMU Guildhall,SMU Guildhall,,155,33,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1172950,Yandere Escape,LetmeDwight,LetmeDwight,,55,34,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
379640,Bloo Kid 2,winterworks GmbH,winterworks GmbH,,232,25,0,"20,000 .. 50,000",1,0,1,0,399,399,0,1
406170,Vortex: The Gateway,StormCube Games,StormCube Games,,222,159,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
384010,Castles,Whootgames,BadLand Publishing,,25,13,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
324470,SinaRun,Princesseuh,Princesseuh,,140,40,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
378630,Shadows on the Vatican Act II: Wrath,"Daring Touch, 10th Art Studio","Adventure Productions, Daring Touch",,71,21,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
1025200,The Floor Is Really Cheap Lava,Kain Swartzbaugh,Kain Swartzbaugh,,91,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
656450,Alien Hallway 2,Sigma Team Inc.,Sigma Team Inc.,,77,33,0,"20,000 .. 50,000",0,0,0,0,499,499,0,3
1268870,Deskmate Girl,Mk-II,Mk-II,,131,64,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
935120,GonzoVR,GonzoVR,GonzoVR,,42,1,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
825450,Type,S.A. Digiworks,S.A. Digiworks,,1,4,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
291770,The Last Crown: Midnight Horror,Darkling Room,Iceberg Interactive,,88,25,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
786570,The Alpha Device,Xiotex Studios Ltd,Xiotex Studios Ltd,,50,31,0,"20,000 .. 50,000",1,0,1,0,0,0,0,0
405650,Zero Reflex : Black Eye Edition,Exordium Games,Exordium Games,,182,49,0,"20,000 .. 50,000",47,0,47,0,399,399,0,0
628030,Romance of the Three Kingdoms　VII with Power Up Kit / 三國志VII with パワーアップキット,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,48,21,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,17
1426190,Bloody Horde,TC Games,TC Games,,6,1,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
1255640,吞噬追踪,梦影幻忆,梦影幻忆,,11,3,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
417990,Major\Minor,Klace,Klace,,337,80,0,"20,000 .. 50,000",0,0,0,0,0,0,0,2
1259640,Tiny Room Stories: Town Mystery,Kiary Games,Kiary Games,,203,21,0,"20,000 .. 50,000",0,0,0,0,999,999,0,6
1504030,Hover Ship,INFINITE BRIDGE,INFINITE BRIDGE,,3,4,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
974220,MEMORISE : CREATION,INDIEPLAY,INDIEPLAY,,2,1,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
685750,The soldier in the mine,Laush Dmitriy Sergeevich,Laush Studio,,33,33,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
418280,Retaliation,"Cameron Baxter, Billy Jazz Hills Stickley",Cameron Baxter,,31,63,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
412230,Infinitrap Classic: Ohio Jack and The Cup Of Eternity,Shadebob Games,Shadebob Games,,51,14,0,"20,000 .. 50,000",221,0,221,0,0,0,0,0
428760,Hatch and Slay,Myrolit Studios,Myrolit Studios,,25,21,0,"20,000 .. 50,000",152,0,152,0,199,199,0,0
1311320,Their Radiance,Konotoko,Konotoko,,14,3,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
329280,Avalon Lords: Dawn Rises,Animus Interactive Inc,Animus Interactive Inc,,78,65,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
434000,Paws,Might and Delight,Might and Delight,,495,49,0,"20,000 .. 50,000",65,0,83,0,1499,1499,0,3
1080780,reYal,xrrawva,xrrawva,,16,7,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
430170,Babel: Choice,Sogoal,Sogoal,,73,37,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
428220,TurnOn,Brainy Studio LLC,Xsolla USA Inc,,287,58,0,"20,000 .. 50,000",33,0,44,0,1499,1499,0,0
610190,WARRIORS ALL-STARS / 無双☆スターズ,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,414,149,0,"20,000 .. 50,000",3614,0,3614,0,5999,5999,0,10
380670,Final Approach,Phaser Lock Interactive,Phaser Lock Interactive,,326,19,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
1058320,Toki,Microids,Microids,,252,35,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,4
722910,LightTrack,APGal,APGal,,7,0,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1035890,vApe Escape,Gamechuck,Gamechuck,,80,6,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
440640,Sweet F. Cake,Texic,Bear in the Night Studio,,396,45,0,"20,000 .. 50,000",87,0,87,0,995,995,0,1
691160,Electronauts - VR Music,Survios,Survios,,364,26,0,"20,000 .. 50,000",303,0,303,0,1999,1999,0,2
368570,Beat Da Beat,2 players,Nekki Limited,,398,32,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
432850,Sisters,Otherworld Interactive,Otherworld Interactive,,0,0,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
449340,Serafina's Crown,Woodsy Studio,Thesis Games,,34,12,0,"20,000 .. 50,000",316,0,323,0,799,799,0,0
453680,MiniGolf Mania,Road Turtle Games,Axis Games,,67,35,0,"20,000 .. 50,000",3,0,5,0,0,0,0,3
377140,Hide & Hold Out - H2o,Red Abyss Software,Red Abyss Software,,347,291,0,"20,000 .. 50,000",230,0,230,0,1799,1799,0,0
452120,Midvinter,Talecore Studios,"Talecore Studios, Valiant Game Studio AB",,54,11,0,"20,000 .. 50,000",212,0,212,0,499,499,0,0
943150,Nostos,NetEase Games,NetEase Games,,416,495,0,"20,000 .. 50,000",401,0,401,0,0,0,0,0
463850,Muddy Heights 2,"Rageborn Studio, LLC","Rageborn Studio, LLC",,155,48,0,"20,000 .. 50,000",106,0,106,0,299,299,0,0
430070,Never Again,Primary Games,Primary Games,,467,103,0,"20,000 .. 50,000",11,0,11,0,1399,1399,0,0
458830,Snooker Nation Championship,Cherry Pop Games,Cherry Pop Games,,158,102,0,"20,000 .. 50,000",0,0,0,0,399,399,0,3
1449430,Jendo: Origins,KLP Company,KLP Company,,161,29,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
1035610,Hentai Mosaique Vip Room,Lil Hentai Games,Lil Hentai Games,,296,21,0,"20,000 .. 50,000",202,0,237,0,99,99,0,2
806740,Fei Duanmu VS Kobayashi 端木斐 VS 小林正雪,"致意, 傅真","致意, 傅真",,151,12,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
467310,Rogue Port - Red Nightmare,Volens Nolens Games,Volens Nolens Games,,65,16,0,"20,000 .. 50,000",308,0,310,0,99,99,0,0
461700,Seduce Me 2: The Demon War,Michaela Laws,Michaela Laws,,329,26,0,"20,000 .. 50,000",0,0,0,0,999,999,0,5
1140630,Red Wings: Aces of the Sky,All in! Games,All in! Games,,400,139,0,"20,000 .. 50,000",16,0,17,0,1999,1999,0,8
887710,Ritter,CasGames,CasGames,,5,10,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1383200,Clouds of Rain,Graphic Line Games,Graphic Line Games,,5,3,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
477730,Eador. Imperium,Snowbird Games,Snowbird Games,,879,248,0,"20,000 .. 50,000",251,0,267,0,1999,1999,0,19
840390,Spacebase Startopia,Realmforge Studios,Kalypso Media,,238,161,0,"20,000 .. 50,000",621,0,621,0,3999,3999,0,8
762080,Galactic Force,Freeze Nova,Freeze Nova,,57,25,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1377540,The Viking Way,Ice Lava Games,Ice Lava Games,,133,127,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
677290,VRCAT,"ARCAT, Inc.","ARCAT, Inc.",,5,2,0,"20,000 .. 50,000",1,0,1,0,0,0,0,0
576500,Evergarden,Flippfly LLC,Flippfly LLC,,512,79,0,"20,000 .. 50,000",152,0,204,0,999,999,0,5
768450,NUTS,"Joon, Pol, Muutsch, Char &amp; Torfi",Noodlecake,,268,31,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1
440120,Vreal,VREAL INC,VREAL INC,,22,11,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1036440,Kingdom Wars 2: Definitive Edition,Reverie World Studios,Reverie World Studios,,218,96,0,"20,000 .. 50,000",0,0,0,0,999,999,0,6
839560,Shrinking Pains,Bedtime Phobias,Bedtime Phobias,,148,25,0,"20,000 .. 50,000",1,0,1,0,0,0,0,1
