,0
2338,203680
2339,1072620
2340,248470
2341,1416520
2342,1694180
2343,212410
2344,316480
2345,544680
2346,933830
2347,502470
2348,648120
2349,1614250
2350,940910
2351,1131240
2352,1000760
2353,1426490
2354,230150
2355,513570
2356,771010
2357,1403840
2358,503860
2359,1309940
2360,1274720
2361,1066490
2362,434470
2363,1283450
2364,1656850
2365,1693610
2366,1686850
2367,1412630
2368,1279810
2369,1454650
2370,1232230
2371,1612850
2372,1479010
2373,1407920
2374,1568270
2375,1560750
2376,1547260
2377,1505220
2378,1234160
2379,1560760
2380,1560960
2381,1062140
2382,968970
2383,325210
2384,368430
2385,877080
2386,931270
2387,643810
2388,1508570
2389,328760
2390,1385100
2391,1434480
2392,676820
2393,1212020
2394,616620
2395,411000
2396,1523390
2397,226740
2398,1238680
2399,1233710
2400,751450
2401,874460
2402,1345740
2403,1406020
2404,1058710
2405,249360
2406,1061490
2407,1225780
2408,1096730
2409,1546920
2410,659540
2411,1012900
2412,668590
2413,1396150
2414,803040
2415,1346970
2416,359390
2417,386480
2418,337930
2419,303290
2420,321290
2421,512180
2422,1146970
2423,317280
2424,1162650
2425,317300
2426,288220
2427,211340
2428,461700
2429,381100
2430,589530
2431,1400180
2432,453340
2433,1426090
2434,977460
2435,520850
2436,733340
2437,910630
2438,589860
2439,578900
2440,1056570
2441,1393410
2442,897930
2443,337940
2444,356530
2445,640990
2446,1314630
2447,365350
2448,377080
2449,505090
2450,627820
2451,334850
2452,1487590
2453,568750
2454,447200
2455,603380
2456,447170
2457,1387350
2458,815450
2459,333390
2460,1494470
2461,857200
2462,562280
2463,939790
2464,301380
2465,865820
2466,350550
2467,291030
2468,505080
2469,865830
2470,839450
2471,324170
2472,461810
2473,307190
2474,1186600
2475,710710
2476,1447310
2477,1336060
2478,612100
2479,524200
2480,523730
2481,739980
2482,617970
2483,447190
2484,447180
2485,317820
2486,1148650
2487,891370
2488,400160
2489,301120
2490,532190
2491,1087270
2492,595420
2493,465660
2494,1345870
2495,543010
2496,880380
2497,1014050
2498,801400
2499,393280
2500,713030
2501,1201380
2502,721480
2503,1218830
2504,1351400
2505,800670
2506,596070
2507,667690
2508,828550
2509,1209440
2510,1206000
2511,1381360
2512,1374820
2513,1235110
2514,1243100
2515,871390
2516,1673620
2517,311250
2518,284830
2519,299660
2520,384100
2521,678970
2522,1126420
2523,949800
2524,770560
2525,667660
2526,750710
2527,1051690
2528,1169740
2529,389800
2530,1350430
2531,1648730
2532,813450
2533,931450
2534,581310
2535,1420980
2536,1483100
2537,1452200
2538,1193430
2539,1626600
2540,1576090
2541,1531550
2542,1446510
2543,1405220
2544,1373830
2545,1353560
2546,1574800
2547,1423340
2548,208730
2549,449250
2550,907380
2551,371120
2552,270490
2553,433400
2554,1038450
2555,432180
2556,1089310
2557,234940
2558,361360
2559,1122780
2560,487180
2561,657320
2562,342450
2563,572700
2564,930630
2565,31830
2566,200080
2567,572730
2568,739030
2569,210230
2570,1193280
2571,31930
2572,31810
2573,43600
2574,31860
2575,220420
2576,202670
2577,42220
2578,1259960
2579,31820
2580,615770
2581,31910
2582,31920
2583,42210
2584,572740
2585,572710
2586,31850
2587,31800
2588,42230
2589,31840
2590,31900
2591,31880
2592,31890
2593,572720
2594,706880
2595,615730
2596,924940
2597,799730
2598,285670
2599,1305970
2600,926470
2601,1201770
2602,263200
2603,345820
2604,238240
2605,1464930
2606,1605010
2607,259550
2608,346560
2609,1325380
2610,1164330
2611,363980
2612,1377550
2613,398710
2614,1334590
2615,1307670
2616,799870
2617,772430
2618,1659800
2619,1035610
2620,1422610
2621,1577160
2622,40950
2623,485980
2624,310890
2625,22300
2626,221680
2627,222480
2628,256030
2629,1045180
2630,1374840
2631,1070330
2632,1151450
2633,554810
2634,670350
2635,759570
2636,583470
2637,260790
2638,1603020
2639,1229580
2640,378750
2641,1454240
2642,454100
2643,538840
2644,1078200
2645,1455720
2646,399140
2647,790360
2648,873270
2649,269270
2650,1511230
2651,1210150
2652,794240
2653,771420
2654,590850
2655,473530
2656,925460
2657,1250440
2658,248190
2659,1205170
2660,384690
2661,1525660
2662,528300
2663,321920
2664,976240
2665,3730
2666,41050
2667,227780
2668,41060
2669,514310
2670,247020
2671,1358140
2672,770810
2673,514580
2674,857180
2675,551690
2676,603350
2677,1572440
2678,1615060
2679,37220
2680,1418430
2681,593210
2682,1136020
2683,588620
2684,375250
2685,1044760
2686,1563970
2687,37240
2688,1442300
2689,680640
2690,538710
2691,1358610
2692,561420
2693,379600
2694,399230
2695,679500
2696,211800
2697,1567440
2698,1448220
2699,627220
2700,1555230
2701,555170
2702,862920
2703,667610
2704,223510
2705,13570
2706,458000
2707,1224600
2708,6980
2709,1075400
2710,1075080
2711,798810
2712,1256060
2713,1094390
2714,685240
2715,1300600
2716,463290
2717,1309290
2718,1577240
2719,522200
2720,1442650
2721,1054110
2722,1476100
2723,1036260
2724,243890
2725,1416460
2726,1424780
2727,1132090
2728,675130
2729,869550
2730,828240
2731,1513580
2732,1572040
2733,1233540
2734,1494670
2735,531660
2736,838310
2737,40390
2738,65540
2739,10270
2740,421740
2741,262790
2742,39690
2743,427760
2744,292930
2745,568070
2746,332270
2747,1640
2748,65600
2749,1128260
2750,804700
2751,1336840
2752,1117380
2753,9060
2754,1393750
2755,729040
2756,326840
2757,214590
2758,1361700
2759,671600
2760,728240
2761,476020
2762,540100
2763,1427680
2764,1369760
2765,449640
2766,880220
2767,896460
2768,280520
2769,246840
2770,22200
2771,368080
2772,877810
2773,273620
2774,258590
2775,638720
2776,1346980
2777,10110
2778,1210800
2779,38600
2780,298850
2781,765410
2782,755410
2783,824570
2784,278530
2785,1083760
2786,887090
2787,1266640
2788,1180900
2789,1165910
2790,281860
2791,1162670
2792,368250
2793,1201310
2794,1174420
2795,957810
2796,312520
2797,265550
2798,41700
2799,250400
2800,1069640
2801,1237950
2802,1041720
2803,463170
2804,427250
2805,318230
2806,713050
2807,280600
2808,268990
2809,283290
2810,224300
2811,559680
2812,1279630
2813,224940
2814,1373510
2815,281220
2816,758080
2817,604170
2818,242960
2819,1361010
2820,758320
2821,225360
2822,337420
2823,1290270
2824,868060
2825,1322290
2826,414660
2827,258220
2828,671900
2829,904520
2830,1302570
2831,1290350
2832,1365750
2833,313870
2834,501860
2835,11050
2836,260250
2837,326180
2838,396790
2839,289800
2840,279560
2841,514410
2842,252890
2843,796940
2844,461400
2845,667010
2846,663290
2847,328100
2848,619230
2849,318570
2850,1292520
2851,534380
2852,115320
2853,428370
2854,214250
2855,305960
2856,1062040
2857,39510
2858,1013910
2859,1100260
2860,586950
2861,465760
2862,496730
2863,571880
2864,501210
2865,270110
2866,1510030
2867,1164690
2868,479990
2869,704360
2870,1065580
2871,745810
2872,63000
2873,498190
2874,726000
2875,575940
2876,321960
2877,233980
2878,242840
2879,1233260
2880,261760
2881,39500
2882,40300
2883,1051310
2884,1238060
2885,274290
2886,1392060
2887,342260
2888,466740
2889,611760
2890,202750
2891,523640
2892,230840
2893,632070
2894,1514930
2895,1047010
2896,284050
2897,1072920
2898,1318690
2899,609490
2900,802810
2901,703600
2902,651490
2903,461840
2904,1122120
2905,793370
2906,562220
2907,533300
2908,282760
2909,1330190
2910,473770
2911,505170
2912,2990
2913,1065260
2914,1099440
2915,302710
2916,264080
2917,678030
2918,91100
2919,91900
2920,831770
2921,1456200
2922,282030
2923,282010
2924,11390
2925,1159860
2926,604740
2927,201510
2928,1336560
2929,926860
2930,108700
2931,331650
2932,317440
2933,1170720
2934,1490130
2935,1383960
2936,1420850
2937,596620
2938,647640
2939,1333270
2940,1503530
2941,46520
2942,582260
2943,1415140
2944,499210
2945,35310
2946,645650
2947,1357410
2948,1202970
2949,556960
2950,718020
2951,993840
2952,1530890
2953,1571950
2954,351100
2955,10150
2956,647830
2957,332200
2958,304530
2959,490450
2960,1510930
2961,643610
2962,429580
2963,966400
2964,1187330
2965,995450
2966,625820
2967,867620
2968,1383690
2969,949670
2970,340840
2971,1386990
2972,1420890
2973,1271420
2974,1503010
2975,1163730
2976,1293220
2977,1539250
2978,1179190
2979,1399760
2980,1382310
2981,1645990
2982,1516320
2983,1601520
2984,790540
2985,904960
2986,10090
2987,674500
2988,657200
2989,256190
2990,231330
2991,1200
2992,1100410
2993,365810
2994,20540
2995,2630
2996,898920
2997,296300
2998,300
2999,1037910
3000,1173770
3001,42120
3002,461510
3003,1173790
3004,397390
3005,1173780
3006,2360
3007,415920
3008,1207880
3009,831560
3010,730310
3011,1203630
3012,425220
3013,410850
3014,598700
3015,387340
3016,225260
3017,427190
3018,927250
3019,665090
3020,348470
3021,1049320
3022,710470
3023,40970
3024,977650
3025,834740
3026,601540
3027,335830
3028,47400
3029,356500
3030,699740
3031,40980
3032,624970
3033,979640
3034,489940
3035,373930
3036,318020
3037,701160
3038,496300
3039,365590
3040,518060
3041,722670
3042,200150
3043,954280
3044,445070
3045,300630
3046,476240
3047,276750
3048,391580
3049,809850
3050,468160
3051,415910
3052,362400
3053,421260
3054,427480
3055,622830
3056,662200
3057,662230
3058,338710
3059,65400
3060,299440
3061,1133070
3062,448560
3063,535700
3064,1309200
3065,746840
3066,890130
3067,1279590
3068,763270
3069,1292240
3070,314340
3071,750660
3072,1338980
3073,748970
3074,1249510
3075,526880
3076,762950
3077,1341460
3078,1383050
3079,1172510
3080,1261700
3081,516010
3082,328890
3083,1377260
3084,707140
3085,1353680
3086,678620
3087,211070
3088,352050
3089,1568330
3090,1208540
3091,1063220
3092,814990
3093,728110
3094,1568480
3095,689270
3096,1404190
3097,1582090
3098,876860
3099,1042980
3100,6060
3101,224500
3102,3900
3103,285330
3104,921710
3105,423620
3106,18500
3107,108200
3108,25900
3109,98200
3110,269170
3111,598810
3112,1191840
3113,107200
3114,224820
3115,904360
3116,97000
3117,403120
3118,254440
3119,1216490
3120,855630
3121,632300
3122,727130
3123,420560
3124,537800
3125,201790
3126,1101190
3127,339200
3128,809720
3129,429620
3130,346730
3131,1176710
3132,226560
3133,290300
3134,2870
3135,612720
3136,320340
3137,1040070
3138,1074070
3139,673210
3140,681330
3141,908100
3142,2810
3143,666730
3144,848310
3145,334270
3146,352890
3147,294020
3148,283160
3149,252330
3150,224480
3151,244910
3152,261640
3153,215530
3154,394760
3155,593280
3156,1061100
3157,342640
3158,851800
3159,225640
3160,1134700
3161,914710
3162,272470
3163,331810
3164,287290
3165,976390
3166,258180
3167,248800
3168,1033420
3169,618720
3170,1440440
3171,352010
3172,635390
3173,907760
3174,280140
3175,1300
3176,263400
3177,202530
3178,365880
3179,451920
3180,1036580
3181,1098170
3182,690530
3183,208750
3184,816340
3185,907470
3186,763770
3187,250180
3188,312610
3189,366250
3190,598550
3191,664830
3192,1442820
3193,1001220
3194,639780
3195,897640
3196,978300
3197,1031480
3198,1566410
3199,322750
3200,317250
3201,1179060
3202,300580
3203,830820
3204,364210
3205,1147560
3206,268750
3207,364420
3208,382140
3209,787810
3210,296710
3211,598060
3212,595140
3213,1016600
3214,371970
3215,437570
3216,369440
3217,812040
3218,41800
3219,894630
3220,1275790
3221,1330730
3222,1542810
3223,1320230
3224,1130880
3225,831090
3226,1124990
3227,1069250
3228,1464630
3229,1482610
3230,1570320
3231,1357580
3232,1370720
3233,1089800
3234,1675640
3235,838980
3236,1601900
3237,1573540
3238,1111870
3239,1397720
3240,656640
3241,1432630
3242,1410300
3243,1380750
3244,1513240
3245,1343310
3246,1086980
3247,1517440
3248,1392240
3249,367270
3250,210770
3251,48240
3252,17470
3253,427100
3254,847370
3255,527230
3256,882100
3257,1256670
3258,597220
3259,460120
3260,371200
3261,803600
3262,1295500
3263,416210
3264,268050
3265,927350
3266,967050
3267,712100
3268,357310
3269,4700
3270,392470
3271,1162750
3272,228260
3273,2400
3274,1340160
3275,638070
3276,1484280
3277,911400
3278,427820
3279,359600
3280,881690
3281,6850
3282,6900
3283,16720
3284,378630
3285,726250
3286,603790
3287,739130
3288,1177660
3289,1434900
3290,1459410
3291,960030
3292,888810
3293,966470
3294,38720
3295,234190
3296,861270
3297,597700
3298,405010
3299,757860
3300,242820
3301,233230
3302,733070
3303,397740
3304,731940
3305,390610
3306,346550
3307,892860
3308,243220
3309,368450
3310,788320
3311,1255650
3312,640120
3313,915310
3314,558450
3315,497080
3316,556240
3317,317320
3318,316610
3319,398180
3320,956140
3321,402060
3322,375320
3323,415170
3324,735570
3325,1144770
3326,231310
3327,298360
3328,670750
3329,742490
3330,263040
3331,765940
3332,312720
3333,1392820
3334,583270
3335,676420
3336,501840
3337,790820
3338,1049890
3339,441830
3340,353270
3341,1009290
3342,1072420
3343,994730
3344,607880
3345,632350
3346,662960
3347,622220
3348,909510
3349,1295510
3350,1257290
3351,789760
3352,738540
3353,445190
3354,219780
3355,1222690
3356,424250
3357,237890
3358,249650
3359,312790
3360,214170
3361,389870
3362,1167950
3363,402310
3364,899460
3365,837610
3366,636320
3367,371100
3368,837400
3369,1364140
3370,266510
3371,1042780
3372,321980
3373,381780
3374,1272160
3375,1149660
3376,279440
3377,293680
3378,717640
3379,550080
3380,658260
3381,1238000
3382,527280
3383,573120
3384,642090
3385,451760
3386,817840
3387,303310
3388,486720
3389,1238040
3390,685680
3391,452440
3392,813700
3393,560250
3394,398100
3395,339350
3396,920320
3397,1481080
3398,257970
3399,377690
3400,733740
3401,342180
3402,415590
3403,400170
3404,821290
3405,790740
3406,254460
3407,722180
3408,611160
3409,1082680
3410,451840
3411,1000030
3412,418620
3413,855860
3414,1243830
3415,339910
3416,504920
3417,579840
3418,451600
3419,1035560
3420,937530
3421,731310
3422,846800
3423,1198740
3424,317530
3425,1046660
3426,389650
3427,697550
3428,761030
3429,810040
3430,649580
3431,424590
3432,463800
3433,821820
3434,858630
3435,90200
3436,1069390
3437,790700
3438,433670
3439,589040
3440,258880
3441,296220
3442,755550
3443,277500
3444,236790
3445,1403520
3446,259890
3447,92900
3448,787840
3449,535350
3450,511330
3451,988650
3452,15960
3453,1499430
3454,1081070
3455,1568900
3456,1195090
3457,1434500
3458,1432310
3459,1264900
3460,1376820
3461,1623320
3462,1433980
3463,1597870
3464,259680
3465,628770
3466,226620
3467,1178790
3468,98800
3469,650940
3470,434880
3471,1266820
3472,270050
3473,341390
3474,1189230
3475,551620
3476,207430
3477,1443430
3478,956450
3479,1271280
3480,265990
3481,497800
3482,662540
3483,342610
3484,1218810
3485,432380
3486,1362440
3487,885780
3488,386710
3489,409490
3490,378030
3491,690560
3492,332540
3493,372080
3494,1370940
3495,1426900
3496,629340
3497,360030
3498,576420
3499,837200
3500,772090
3501,547980
3502,448810
3503,1490680
3504,1456630
3505,1105660
3506,1366520
3507,1141160
3508,856570
3509,1632420
3510,1348510
3511,1301410
3512,1072800
3513,1366150
3514,1398630
3515,1378870
3516,1411920
3517,1523220
3518,1183840
3519,1361020
3520,1625260
3521,1598750
3522,1457690
3523,1608460
3524,1570290
3525,1471240
3526,21690
3527,32430
3528,402330
3529,115100
3530,34900
3531,258090
3532,37010
3533,1508170
3534,240360
3535,880730
3536,240340
3537,1461740
3538,936610
3539,1118070
3540,1185360
3541,1337880
3542,341070
3543,790260
3544,1118740
3545,262300
3546,671090
3547,1519070
3548,1233780
3549,350200
3550,546400
3551,1370770
3552,402850
3553,1202120
3554,1420960
3555,1335300
3556,1329850
3557,1434310
3558,1604440
3559,469610
3560,246420
3561,458710
3562,41500
3563,931280
3564,102840
3565,298560
3566,821890
3567,288060
3568,6120
3569,431250
3570,1190380
3571,408280
3572,1377360
3573,850320
3574,17480
3575,378360
3576,1076920
3577,804730
3578,926580
3579,24800
3580,9010
3581,55100
3582,386620
3583,1116880
3584,1219480
3585,1085750
3586,1341170
3587,462940
3588,1229420
3589,339830
3590,241930
3591,344760
3592,760060
3593,242640
3594,283640
3595,324510
3596,356650
3597,649950
3598,798490
3599,204030
3600,249230
3601,629730
3602,6020
3603,322770
3604,966430
3605,301840
3606,1068530
3607,427510
3608,1039880
3609,505060
3610,386080
3611,785850
3612,467900
3613,951260
3614,628710
3615,844420
3616,895200
3617,833090
3618,338310
3619,1490460
3620,985260
3621,1015140
3622,234390
3623,308600
3624,794270
3625,698870
3626,1035510
3627,578850
3628,1280260
3629,814380
3630,412020
3631,637650
3632,418370
3633,414740
3634,1259420
3635,1139900
3636,823500
3637,601430
3638,616560
3639,502520
3640,470310
3641,577230
3642,306660
3643,1025440
3644,809230
3645,965580
3646,1489630
3647,268400
3648,1402320
3649,1154840
3650,334310
3651,751500
3652,654890
3653,312980
3654,370540
3655,1175880
3656,376450
3657,1200330
3658,1381850
3659,282680
3660,1146300
3661,275290
3662,377520
3663,369390
3664,420520
3665,235320
3666,449300
3667,644640
3668,423580
3669,673610
3670,341000
3671,732050
3672,1107790
3673,481110
3674,1094420
3675,104600
3676,534000
3677,207080
3678,642830
3679,364380
3680,236430
3681,265300
3682,1217060
3683,780290
3684,200510
3685,248820
3686,544610
3687,252610
3688,1105670
3689,589360
3690,1330460
3691,1090630
3692,493840
3693,586200
3694,564050
3695,294810
3696,726800
3697,263300
3698,482450
3699,262150
3700,452420
3701,222440
3702,319280
3703,326340
3704,263720
3705,989550
3706,612930
3707,1110100
3708,404050
3709,222420
3710,871200
3711,1125330
3712,209120
3713,794580
3714,446040
3715,244750
3716,702120
3717,390730
3718,314030
3719,1540150
3720,598450
3721,390710
3722,468670
3723,795510
3724,582010
3725,374320
3726,306130
3727,72850
3728,367500
3729,678960
3730,582660
3731,22380
3732,641990
3733,775500
3734,22330
3735,467960
3736,39680
3737,251990
3738,758370
3739,282400
3740,1285000
3741,450700
3742,1151390
3743,427470
3744,239700
3745,39650
3746,731920
3747,80200
3748,396090
3749,581220
3750,1188680
3751,1500820
3752,732370
3753,277430
3754,471330
3755,1016790
3756,265750
3757,528160
3758,401680
3759,324570
3760,262830
3761,428750
3762,363420
3763,1174390
3764,913060
3765,272620
3766,865090
3767,293240
3768,685690
3769,1175360
3770,438320
3771,263920
3772,353190
3773,531180
3774,273500
3775,22610
3776,99300
3777,775580
3778,357070
3779,419700
3780,388410
3781,1154040
3782,446390
3783,1580780
3784,261110
3785,767930
3786,645790
3787,1190400
3788,252230
3789,1580790
3790,7510
3791,428200
3792,249680
3793,1005990
3794,1148480
3795,1089780
3796,269230
3797,704020
3798,1586750
3799,1156120
3800,924100
3801,1079940
3802,880990
3803,313980
3804,1480520
3805,817130
3806,510510
3807,664430
3808,1015500
3809,297310
3810,1142100
3811,1252300
3812,665330
3813,762180
3814,914180
3815,611710
3816,344810
3817,529700
3818,343370
3819,1604240
3820,422140
3821,1542670
3822,887170
3823,860580
3824,1023680
3825,1648580
3826,1315910
3827,1690360
3828,1233990
3829,1589460
3830,298630
3831,257850
3832,269770
3833,287980
3834,391730
3835,297130
3836,340050
3837,471010
3838,1040420
3839,733460
3840,1073910
3841,992640
3842,572430
3843,1000010
3844,644830
3845,235460
3846,1007040
3847,392580
3848,251130
3849,405370
3850,226720
3851,370020
3852,1198090
3853,677180
3854,251230
3855,358750
3856,334540
3857,1056970
3858,647960
3859,1039890
3860,6510
3861,466920
3862,327670
3863,396750
3864,436230
3865,327880
3866,630030
3867,1348700
3868,1320100
3869,379420
3870,1055610
3871,420270
3872,1514360
3873,753900
3874,637410
3875,1373220
3876,273570
3877,273580
3878,296010
3879,1001140
3880,668980
3881,1514370
3882,376880
3883,1066180
3884,1502080
3885,683000
3886,1423270
3887,355190
3888,1088600
3889,937940
3890,631920
3891,285980
3892,809530
3893,803850
3894,273590
3895,1337530
3896,1355640
3897,525350
3898,788720
3899,960040
3900,848410
3901,223430
3902,1366950
3903,227800
3904,1608560
3905,1541420
3906,1424840
3907,358370
3908,698790
3909,1619350
3910,1383450
3911,1111810
3912,1640710
3913,1523720
3914,471550
3915,361300
3916,525510
3917,332570
3918,382050
3919,329490
3920,546050
3921,422810
3922,322210
3923,209670
3924,289690
3925,415880
3926,207490
3927,534550
3928,1011670
3929,400080
3930,275390
3931,1004490
3932,229480
3933,905340
3934,336440
3935,448320
3936,672630
3937,562810
3938,2820
3939,381120
3940,70400
3941,886900
3942,684580
3943,285110
3944,995460
3945,1404850
3946,638200
3947,374640
3948,603940
3949,695600
3950,778010
3951,307640
3952,57620
3953,290970
3954,410670
3955,1399590
3956,545330
3957,1503850
3958,1051410
3959,674370
3960,351080
3961,1028730
3962,737870
3963,1271850
3964,289060
3965,1529810
3966,1270520
3967,32900
3968,450120
3969,731650
3970,656490
3971,1126890
3972,718850
3973,352550
3974,274270
3975,716640
3976,1466640
3977,1219950
3978,1134710
3979,388320
3980,467520
3981,754500
3982,581030
3983,1016720
3984,1029630
3985,628200
3986,464100
3987,268890
3988,918820
3989,1057180
3990,1184770
3991,680980
3992,290690
3993,874040
3994,458630
3995,359310
3996,432350
3997,265610
3998,233470
3999,231740
4000,512060
4001,237740
4002,598730
4003,438420
4004,369580
4005,1347800
4006,230050
4007,107310
4008,41900
4009,1275890
4010,214830
4011,1066260
4012,1481670
4013,389190
4014,520600
4015,564160
4016,407420
4017,1221540
4018,1057540
4019,1495860
4020,1482730
4021,18040
4022,46450
4023,107300
4024,524250
4025,456180
4026,46570
4027,496550
4028,330620
4029,922710
4030,18050
4031,1364130
4032,1304550
4033,261720
4034,1212400
4035,474980
4036,8340
4037,311690
4038,329130
4039,776490
4040,531510
4041,404540
4042,753420
4043,383230
4044,416600
4045,716710
4046,799640
4047,253750
4048,318530
4049,344740
4050,845880
4051,400450
4052,350740
4053,250110
4054,305050
4055,377860
4056,377870
4057,1090440
4058,347160
4059,1260810
4060,464450
4061,1082200
4062,882710
4063,314180
4064,1079160
4065,278100
4066,343100
4067,266110
4068,1172050
4069,1195020
4070,679860
4071,859680
4072,105600
4073,211820
4074,219740
4075,1307550
4076,307880
4077,625960
4078,447820
4079,872410
4080,363150
4081,347830
4082,251290
4083,748490
4084,1165870
4085,857450
4086,523780
4087,354380
4088,577940
4089,1123050
4090,726110
4091,200170
4092,912570
4093,299480
4094,400180
4095,233840
4096,1291010
4097,385560
4098,485030
4099,282530
4100,359610
4101,46500
4102,725480
4103,1048350
4104,242050
4105,1134100
4106,264140
4107,824620
4108,1530920
4109,15240
4110,49300
4111,1039350
4112,955870
4113,936980
4114,1163340
4115,1600
4116,1112580
4117,1482750
4118,893050
4119,959200
4120,277490
4121,2900
4122,223100
4123,220
4124,420
4125,589780
4126,514500
4127,1139940
4128,733790
4129,380
4130,1154810
4131,203750
4132,1108320
4133,530950
4134,389670
4135,654050
4136,741140
4137,388750
4138,45760
4139,376300
4140,702890
4141,411370
4142,1372810
4143,452510
4144,348550
4145,656200
4146,1021770
4147,907270
4148,370460
4149,319540
4150,408740
4151,550340
4152,971620
4153,417290
4154,1277930
4155,447120
4156,748480
4157,396650
4158,457680
4159,1119600
4160,840370
4161,1571170
4162,1114070
4163,1133320
4164,1277940
4165,512900
4166,606150
4167,365360
4168,252470
4169,113200
4170,384490
4171,599080
4172,546430
4173,366910
4174,677120
4175,768520
4176,239350
4177,651670
4178,1181830
4179,314410
4180,1193340
4181,1104330
4182,363930
4183,249630
4184,333640
4185,1286350
4186,340490
4187,335620
4188,312200
4189,747340
4190,720350
4191,905690
4192,1125480
4193,942850
4194,613670
4195,1177420
4196,1379870
4197,658590
4198,1347450
4199,1287590
4200,1475570
4201,1497940
4202,1569180
4203,1356710
4204,891020
4205,1610290
4206,1454050
4207,1196620
4208,1221440
4209,1100030
4210,1117470
4211,1039040
4212,1621200
4213,1339900
4214,977590
4215,1395540
4216,1504760
4217,1376300
4218,1548280
4219,1493840
4220,1172530
4221,1482940
4222,1552630
4223,1139760
4224,729610
4225,1581590
4226,1351180
4227,732440
4228,1672350
4229,1551230
4230,1558730
4231,1536150
4232,1671110
4233,1653120
4234,1692280
4235,1531030
4236,1500260
4237,1060840
4238,716920
4239,1308920
4240,1689030
4241,1518680
4242,250760
4243,227860
4244,319050
4245,269650
4246,246110
4247,317100
4248,221540
4249,248310
4250,380150
4251,252030
4252,237430
4253,249990
4254,612570
4255,296570
4256,218820
4257,236510
4258,426310
4259,209540
4260,238280
4261,233740
4262,264240
4263,256460
4264,295590
4265,252290
4266,592480
4267,516110
4268,497180
4269,256010
4270,518030
4271,102600
4272,1018830
4273,310790
4274,233150
4275,220820
4276,433950
4277,667600
4278,355050
4279,609920
4280,1285670
4281,259530
4282,1178400
4283,432980
4284,313390
4285,253610
4286,936140
4287,441380
4288,313400
4289,1179560
4290,416380
4291,1402000
4292,219950
4293,793350
4294,1103730
4295,1173380
4296,359350
4297,459830
4298,1070580
4299,925670
4300,773390
4301,1065020
4302,602700
4303,844040
4304,8400
4305,944220
4306,655740
4307,606870
4308,1551850
4309,375120
4310,330180
4311,907670
4312,356890
4313,394430
4314,1261520
4315,352400
4316,587450
4317,407840
4318,529910
4319,719890
4320,70000
4321,1040230
4322,777770
4323,745010
4324,671620
4325,224960
4326,719590
4327,476700
4328,555400
4329,579820
4330,1215390
4331,373750
4332,1215180
4333,768540
4334,856610
4335,423900
4336,407290
4337,890970
4338,554280
4339,1204700
4340,1563850
4341,1373930
4342,307930
4343,363240
4344,752900
4345,1543240
4346,311340
4347,222750
4348,250260
4349,65790
4350,406290
4351,58610
4352,308270
4353,944010
4354,1135240
4355,286280
4356,63940
4357,1089840
4358,406720
4359,23490
4360,336080
4361,330720
4362,389510
4363,966680
4364,579110
4365,866190
4366,371180
4367,1398100
4368,1601970
4369,617590
4370,561080
4371,754850
4372,411330
4373,393200
4374,331160
4375,745970
4376,9850
4377,22310
4378,1204410
4379,523610
4380,1059230
4381,867610
4382,340300
4383,933700
4384,1232180
4385,356270
4386,658620
4387,296070
4388,1389550
4389,265950
4390,647570
4391,522880
4392,648100
4393,1245430
4394,712730
4395,1063490
4396,1184210
4397,716500
4398,753930
4399,346970
4400,523210
4401,853240
4402,1228520
4403,219910
4404,296870
4405,321870
4406,409320
4407,1036700
4408,280160
4409,502280
4410,47780
4411,581630
4412,394970
4413,310510
4414,416680
4415,1024480
4416,550010
4417,1161430
4418,1067850
4419,265210
4420,39800
4421,440880
4422,12130
4423,522210
4424,1420290
4425,660990
4426,820540
4427,1239050
4428,940710
4429,245470
4430,239250
4431,607080
4432,449610
4433,1140270
4434,359900
4435,765870
4436,1093170
4437,656030
4438,593960
4439,1155880
4440,1373550
4441,441440
4442,361040
4443,528820
4444,952420
4445,404640
4446,1543080
4447,301920
4448,1047220
4449,443360
4450,366690
4451,1165400
4452,11200
4453,301930
4454,545400
4455,1134480
4456,213030
4457,655100
4458,237570
4459,1257860
4460,1591490
4461,449320
4462,1019590
4463,534980
4464,978610
4465,609100
4466,754120
4467,1305120
4468,432770
4469,585830
4470,847580
4471,1201810
4472,1070510
4473,669410
4474,1118350
4475,1433950
4476,713430
4477,718080
4478,1258730
4479,841140
4480,1105600
4481,1324030
4482,253250
4483,262280
4484,917150
4485,222730
4486,259060
4487,722060
4488,688060
4489,525700
4490,1543150
